name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged
TITLE_CAPITALIZED,37489036,GROMACS,0.0,gromacs,0.0,pygromods,0.0,1,https://youtu.be/I4OKc6uVx1M.Communicated,200,,,,2023-07-24,"Department of Pharmacology, Obafemi Awolowo University, Ile-Ife, Osun, Nigeria.",Daniyan MO,,,1.0,Nigeria,GROMACS,ok,pyGROMODS: a Python package for the generation of input files for molecular dynamic simulation with GROMACS.,2022-2025,,,,,False
TITLE_CAPITALIZED,40126909,RNAproDB,0.0,,0.0,rnaprodb,0.0,1,https://rnaprodb.usc.edu/,200,,,,2025-02-15,"Department of Quantitative and Computational Biology, University of Southern California, Los Angeles, CA 90089, USA.","Berman HM, Cohen AS, Hong Y, Hosseini H, Mitra R, Rohs R, Tang WY",R35 GM130376,NIGMS NIH HHS,2.0,"Andorra, United States",RNAproDB,ok,RNAproDB: A Webserver and Interactive Database for Analyzing Protein-RNA Interactions.,2022-2025,,,,,False
CAPITALIZED,36719094,ITCM,0.0,itcm,0.0,,0.0,1,http://itcm.biotcm.net,200,,,,2023-03-01,"School of Pharmacy, Second Military Medical University, Shanghai, 200433, China.","Fang J, Fu L, Lv C, Tian S, Wang J, Wang Q, Yang J, Yuan S, Zhang J, Zhang W, Zhao J, Zu X","20204Y0326, 2021YFE0200900, 2022YFC3502000, 20YF1459000, 82004003, 82004215, 82141203, ZY(2021-2023)-0401, ZYYCXTD-D-202004","Innovation Team and Talents Cultivation Program of National Administration of Traditional Chinese Medicine, National Key Research and Development Program of China, National Natural Science Foundation of China, Sailing Program of Naval Medical University, Shanghai Frontiers Science Center of TCM Chemical Biology, Shanghai Municipal Health Commission Project, Shanghai Sailing Program, Three-year Action Plan for Shanghai TCM Development and Inheritance Program",63.0,China,ITCM,ok,Exploring pharmacological active ingredients of traditional Chinese medicine by pharmacotranscriptomic map in ITCM.,2022-2025,,,,,False
TITLE_CAPITALIZED,36243959,TWAS Atlas,0.0,,0.0,twas atlas,0.0,1,https://ngdc.cncb.ac.cn/twas/,200,,,,2023-01-01,"National Genomics Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing 100101, China.","Bu C, Gao Q, Hou L, Jiang M, Kang H, Li J, Liu J, Lu M, Mai J, Qain Q, Shang Y, Wang J, Xiao J, Xu X, Yang F, Zeng J, Zhang H, Zhang Y, Zhang Z","2016YFB0201702, 2016YFC0901901, 202044, 2020YFA0907001, 2021-I2M-1-056, 2021M693109, 2022098, 31970634, 32170669, XDB38030400","CAMS Innovation Fund for Medical Sciences, China Postdoctoral Science Foundation, Chinese Academy of Sciences, National Key Research Program of China, National Natural Science Foundation of China, Specialized Research Assistant Program of the Chinese Academy of Sciences, The Youth Innovation Promotion Association of Chinese Academy of Science",54.0,"Andorra, China",TWAS Atlas,ok,TWAS Atlas: a curated knowledgebase of transcriptome-wide association studies.,2022-2025,,,,,False
CAPITALIZED,36243962,RABC,0.0,rabc,0.0,rheumatoid arthritis bioinformatics center,0.0,1,http://www.onethird-lab.com/RABC/,200,,,,2023-01-01,"College of Bioinformatics Science and Technology, Harbin Medical University, Harbin, China.","Bi S, Chen H, Dong Y, Guo X, Huang C, Jia Z, Jiang Y, Kang J, Kong F, Lv H, Lv W, Ma Y, Sun C, Tang G, Tao J, Tian H, Wei S, Xu J, Zhang C, Zhang M, Zhang N","001/2020/ALC, 0020/2021/A, 12026414, 2021-KYYWF-0280, 31970651, 81600403, 81601422, 92046018, FRG-21-032-SKL, LGF20C060001, SKL-QRCM (MUST)-2020–2022","Basic Public Welfare Research Project of Zhejiang Province, Innovative Scientific Research-Special Scientific Research Project for Basic Medical Youth, Macau University of Science and Technology, Mathematical Tianyuan Fund of the National Natural Science Foundation of China, National Natural Science Foundation of China, Science and Technology Development Fund",3.0,"Andorra, China",RABC,ok,RABC: Rheumatoid Arthritis Bioinformatics Center.,2022-2025,,,,,False
"CAPITALIZED,DISAMBIGUATED",36243963,PAT,0.0,pat,0.0,,0.0,1,http://bioinfo.qd.sdu.edu.cn/PAT/,200,,,,2023-01-01,"State Key Laboratory of Microbial Technology, Institute of Microbial Technology, Shandong University, Qingdao 266237, China.","Jiang Y, Li DD, Li YZ, Liu S, Liu Y, Pan Z, Ren Y, Wang F, Zhang Z","2017FY100300, 2018GSF121015, 2018YFA0900400, 2018YFA0901704, 2020GN113, 2021M700084, 2021M701987, 32070030, 32270073, BK20190199","China Postdoctoral Science Foundation, Fundamental Research Funds of Shandong University, Key Research and Development Program of Shandong Province, National Key Research and Development Program, National Natural Science Foundation of China, Natural Science Foundation of Jiangsu Province, Special Investigation on Scientific and Technological Basic Resources",7.0,China,PAT (bioinfo),ok,PAT: a comprehensive database of prokaryotic antimicrobial toxins.,2022-2025,NO,YES,HIGH,HAS_BRACKETS,False
TITLE_CAPITALIZED,36243964,isomiRdb,0.0,,0.0,isomirdb,0.0,1,https://www.ccb.uni-saarland.de/isomirdb,200,,,,2023-01-01,"Clinical Bioinformatics, Saarland University, 66123 Saarbrücken, Germany.","Aparicio-Puerta E, Engel A, Fehlmann T, Hackenberg M, Hirsch P, Keller A, Keller V, Kern F, Schmartz GP",,Saarland University,17.0,Germany,isomiRdb,ok,isomiRdb: microRNA expression at isoform resolution.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",36243967,Aquila,0.0,aquila,0.0,,0.0,1,https://aquila.cheunglab.org,200,,,,2023-01-01,"Cancer Centre, University of Macau, Taipa 999078, Macau SAR.","Chen Y, Cheung E, Ding X, Wong KH, Zheng Y","0011/2019/AKP, 0137/2020/A3, MYRG2018-00033-FHS, MYRG2020-00100-FHS","Science and Technology Development Fund, University of Macau",24.0,,Aquila,ok,Aquila: a spatial omics database and analysis platform.,2022-2025,,,,,False
CAPITALIZED,36243972,HGNC,0.0,hgnc,0.0,,0.0,1,http://www.genenames.org,200,,,,2023-01-01,"HUGO Gene Nomenclature Committee, European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton CB10 1SD, UK.","Braschi B, Bruford EA, Gray K, Haim-Vilmovsky L, Jones TEM, Seal RL, Tweedie S","208349/Z/17/Z, U24 HG003345, U24HG003345","NHGRI NIH HHS, National Institutes of Health, Wellcome Trust",312.0,United Kingdom,HGNC,ok,Genenames.org: the HGNC resources in 2023.,2022-2025,,,,,False
TITLE_CAPITALIZED,36243973,PertOrg,0.0,,0.0,pertorg,0.0,1,http://www.inbirg.com/pertorg/,200,,,,2023-01-01,"Center for Novel Target and Therapeutic Intervention, Institute of Life Sciences, Chongqing Medical University, Chongqing 400016, China.","Gao J, Kuang N, Li Q, Lin Z, Ma Q, Ma S, Pan J, Tao H, Zhai Z, Zhang X, Zhou L","82104063, CXQT21016","Chongqing Medical University, National Natural Science Foundation of China, University Innovation Research Group Project of Chongqing",2.0,"Andorra, China",PertOrg,ok,PertOrg 1.0: a comprehensive resource of multilevel alterations induced in model organisms by in vivo genetic perturbation.,2022-2025,,,,,False
TITLE_CAPITALIZED,35670730,SilkBase,0.0,,0.0,silkbase,0.0,1,https://silkbase.ab.a.u-tokyo.ac.jp,200,,,,2022-06-01,"Department of Agricultural and Environmental Biology, Graduate School of Agricultural and Life Sciences, The University of Tokyo, Yayoi 1-1-1, Bunkyo-ku, Tokyo 113-8657, Japan.","Katsuma S, Kawamoto M, Kiuchi T","1999–2003, 2005–2018","JSPS, Japan",18.0,"Andorra, Japan",SilkBase,ok,SilkBase: an integrated transcriptomic and genomic database for Bombyx mori and related species.,2022-2025,,,,,False
TITLE_CAPITALIZED,35441360,PLAViMoP,0.0,,0.0,plavimop,0.0,1,https://plavimop.prd.fr/en/motions,200,,,,2022-04-19,"Centre de Recherches sur la Cognition et l'Apprentissage (UMR CNRS 7295), Université de Poitiers, Université de Tours, Centre National de la Recherche Scientifique, Poitiers, France. christel.bidet@univ-poitiers.fr.","Bidet-Ildei C, Blandin Y, Decatoire A, Francisco V, Pylouster J",,,7.0,"France, Suriname",PLAViMoP,ok,PLAViMoP database: A new continuously assessed and collaborative 3D point-light display dataset.,2022-2025,,,,,False
TITLE_CAPITALIZED,37178209,SmartWoodID,0.0,,0.0,smartwoodid,0.0,1,https://hdl.handle.net/20.500.12624/SmartWoodID_first_edition,200,,,,2023-05-01,"Service of Wood Biology, Royal Museum for Central Africa, Leuvensesteenweg 13, Tervuren 3080, Belgium.","Beeckman H, Bourland N, De Blaere R, De Mil T, Deklerck V, Hubau W, Lievens K, Van Acker J, Van Hassel D, Van den Bulcke J, Verwaeren J","B2/202/P2 BOFSTG2018000701, BOFSTG2018000701","Belgian Science Policy Office, Special Research Fund through the BOF",4.0,Belgium,SmartWoodID,ok,SmartWoodID-an image collection of large end-grain surfaces to support wood identification systems.,2022-2025,,,,,False
TITLE_CAPITALIZED,36178800,GroovDB,0.0,,0.0,groovdb,0.0,1,https://groov.bio,200,,,,2022-09-30,"Department of Molecular Biosciences, University of Texas at Austin, Austin, Texas 78712, United States.","Diaz DJ, Ellington AD, Love JD, d'Oelsnitz S","5R01EB026533-04, 70NANB21H100, F-1654, FA9550-14-1-0089, R01 EB026533","NIBIB NIH HHS, National Institute of Standards and Technology, U.S. Department of Defense, U.S. Department of Health and Human Services, Welch Foundation",18.0,United States,GroovDB,ok,GroovDB: A Database of Ligand-Inducible Transcription Factors.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",37522378,BioLiP,0.0,biolip,0.0,biolip2,0.0,1,https://zhanggroup.org/BioLiP,200,,,,2024-01-01,"Department of Computational Medicine and Bioinformatics, University of Michigan, Ann Arbor, MI 48109, USA.","Freddolino L, Zhang C, Zhang X, Zhang Y","AI134678, DBI2030790, GM136422, IIS1901191, MTM2025426, R01 AI134678, S10 OD026825, S10OD026825","NIAID NIH HHS, NIGMS NIH HHS, NIH HHS, National Institute of Allergy and Infectious Diseases, National Institute of General Medical Sciences, National Institutes of Health, National Science Foundation",67.0,"Andorra, United States",BioLiP,ok,BioLiP2: an updated structure database for biologically relevant ligand-protein interactions.,2022-2025,,,,,False
CAPITALIZED,35654801,CDCDB,0.0,cdcdb,0.0,,0.0,1,https://icc.ise.bgu.ac.il/medical_ai/CDCDB/,200,,,,2022-06-02,"Ben-Gurion University of the Negev, Department of Software and Information Systems Engineering, Beer-Sheva, 8410501, Israel. shtar@post.bgu.ac.il.","Azulay L, Nizri O, Rokach L, Shapira B, Shtar G",,,19.0,"Andorra, Benin, Israel",CDCDB,ok,CDCDB: A large and continuously updated drug combination database.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",36474016,pQSAR,0.0,pqsar,0.0,pepqsar,0.0,1,http://i.uestc.edu.cn/PQsarDB,200,,,,2022-12-06,"Center for Informational Biology, School of Life Science and Technology, University of Electronic Science and Technology of China (UESTC), No. 2006 Xiyuan Ave, West Hi-Tech Zone, Chengdu, 611731, China.","Huang J, Li J, Lin J, Shu J, Su J, Wang S, Wen L, Ye H, Zhou P, Zhou Y","22YJA760073, 23NSFSC0323, 62071099, ZYGX2021YGLH209","Humanities and Social Sciences Planning Project of the Ministry of Education, National Natural Science Foundation of China, Natural Science Foundation of Sichuan Province, the Medicine-Engineering Interdisciplinary Foundation of UESTC/SPPH",15.0,"Andorra, China",pQSAR,ok,PepQSAR: a comprehensive data source and information platform for peptide quantitative structure-activity relationships.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",36162726,ncFO,0.0,ncfo,0.0,,0.0,1,http://www.jianglab.cn/ncFO/,200,,,,2022-09-23,"Department of Biomedical Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing 211106, China.","Chen J, Chen S, Huang Y, Jiang W, Wang L, Xing J, Zhou S, Zhou X","61872183, 62172213, 81972478",National Natural Science Foundation of China,6.0,"Andorra, China",ncFO,ok,ncFO: A Comprehensive Resource of Curated and Predicted ncRNAs Associated with Ferroptosis.,2022-2025,,,,,False
TITLE_CAPITALIZED,36162821,CohesinDB,0.0,,0.0,cohesindb,0.0,1,https://cohesindb.iqb.u-tokyo.ac.jp,200,,,,2023-01-01,"Institute for Quantitative Biosciences, The University of Tokyo, Bunkyo-ku, Tokyo, Yayoi 1-1-1, Japan.","Nakato R, Wang J",JP22gm6310012h0003,Japan Agency for Medical Research and Development,7.0,Japan,CohesinDB,ok,"CohesinDB: a comprehensive database for decoding cohesin-related epigenomes, 3D genomes and transcriptomes in human cells.",2022-2025,,,,,False
TITLE_CAPITALIZED,35523906,PlantMWpIDB,0.0,,0.0,plantmwpidb,0.0,1,https://plantmwpidb.com/,200,,,,2022-05-06,"Natural and Medical Sciences Research Center, University of Nizwa, Nizwa, 616, Oman. nostoc.tapan@gmail.com.","Anwar W, Choi GS, Kamran MS, Mohanta TK, Omar M",,,3.0,"Andorra, Comoros, Oman",PlantMWpIDB,ok,PlantMWpIDB: a database for the molecular weight and isoelectric points of the plant proteomes.,2022-2025,,,,,False
TITLE_CAPITALIZED,37555633,COVIDpro,0.0,,0.0,covidpro,0.0,1,https://www.guomics.com/covidPro/,200,,,,2023-08-09,"Fudan University, 220 Handan Road, Shanghai 200433, China.","Chen Y, Guo T, Luna A, Sander C, Tan T, Zhang F","20190101A04, 2021YFA1301601, 2021YFA1301602, 2021YFA1301603, 21904107, 81972492, LR19C050001, NIGMS -P41 GM103504, P41 GM103504","Hangzhou Agriculture and Society Advancement Program, NIGMS NIH HHS, National Institute of General Medical Sciences, National Key Research and Development Program of China, National Natural Science Foundation of China, Natural Science Foundation of Zhejiang Province",8.0,China,COVIDpro,ok,COVIDpro: Database for Mining Protein Dysregulation in Patients with COVID-19.,2022-2025,,,,,False
TITLE_CAPITALIZED,38309384,StoneMod,0.0,,0.0,stonemod,0.0,1,https://www.stonemod.org,200,,,,2024-02-02,"Medical Proteomics Unit, Research Development, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok 10700, Thailand.","Peerapen P, Sassanarakkit S, Thongboonkerd V",N42A660625,National Research Council of Thailand,8.0,Thailand,StoneMod,ok,StoneMod 2.0: Database and prediction of kidney stone modulatory proteins.,2022-2025,,,,,False
TITLE_CAPITALIZED,37850642,MethMotif,0.0,,0.0,methmotif,0.0,1,https://methmotif.org,200,,,,2024-01-01,"Division of BioMedical Sciences, Faculty of Medicine, Memorial University of Newfoundland, St. John's, NL A1B 3V6, Canada.","Benoukraf T, Dyer M, Lin QXX, Shapoval S, Thieffry D",,"Canada Research Chairs, National Research Foundation",4.0,Canada,MethMotif,ok,MethMotif.Org 2024: a database integrating context-specific transcription factor-binding motifs with DNA methylation patterns.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",34606614,ProNAB,0.0,pronab,0.0,,0.0,1,https://web.iitm.ac.in/bioinfo2/pronab/,200,,,,2022-01-01,"Department of Biotechnology, Bhupat and Jyoti Mehta School of Biosciences, Indian Institute of Technology Madras, Chennai 600036, India.","Gromiha MM, Harini K, Kulandaisamy A, Srivastava A",CRG/2020/000314,"Government of India, Indian Institute of Technology Madras, Ministry of Science and Technology",31.0,"Andorra, India",ProNAB,ok,ProNAB: database for binding affinities of protein-nucleic acid complexes and their mutants.,2022-2025,,,,,False
TITLE_CAPITALIZED,37850649,AgeAnnoMO,0.0,,0.0,ageannomo,0.0,1,https://relab.xidian.edu.cn/AgeAnnoMO/#/,200,,,,2024-01-01,"The Center of Gerontology and Geriatrics and West China Biomedical Big Data Centre, West China Hospital, Sichuan University, Chengdu, Sichuan 610041, PR China.","Huang K, Huang L, Jia Y, Kim P, Li Q, Liu X, Wang T, Xu H, Zhang Z, Zhou X","139170052, 2019HXFH022, 2217515, R01 CA241930, R01 GM123037, R01CA241930, R01GM123037, R35 GM138184, R35GM138184, U01 AR069395, U01AR069395-01A1","Center of Excellence-International Collaboration Initiative, Clinical Research Incubation, NCI NIH HHS, NIAMS NIH HHS, NIGMS NIH HHS, NIH, NIH HHS, NSF, Sichuan University",2.0,"Andorra, China",AgeAnnoMO,ok,AgeAnnoMO: a knowledgebase of multi-omics annotation for animal aging.,2022-2025,,,,,False
CAPITALIZED,34508353,GRAND,0.0,grand,0.0,,0.0,1,https://grand.networkmedicine.org,200,,,,2022-01-01,"Department of Biostatistics, Harvard School of Public Health, Boston, MA, USA.","Ben Guebila M, Burkholz R, Glass K, Kuijjer ML, Lopes-Ramos CM, Platig J, Quackenbush J, Shamsaei B, Sonawane AR, Weighill D","1T32CA236764, K25 HL133599, K25 HL140186, P01 HL132825, P50 CA062924, P50 CA127003, R01 HG011393, R01 LM008795, R35 CA220523, T32 CA236764, U24 CA231846","Helse Sør-Øst, Lung, NCI NIH HHS, NHGRI NIH HHS, NHLBI NIH HHS, NIH HHS, NLM NIH HHS, National Cancer Institute, National Heart, National Institutes of Health, Norwegian Research Council, University of Oslo, and Blood Institute",55.0,United States,GRAND,ok,GRAND: a database of gene regulatory network models across human conditions.,2022-2025,,,,,False
TITLE_CAPITALIZED,34508354,scAPAdb,0.0,,0.0,scapadb,0.0,1,http://www.bmibig.cn/scAPAdb,200,,,,2022-01-01,"Pasteurien College, Soochow University, Suzhou, Jiangsu 215000, China.","Ji G, Lian Q, Qin W, Wu X, Wu Z, Ye W, Zhu S",61673323,National Natural Science Foundation of China,16.0,China,scAPAdb,ok,scAPAdb: a comprehensive database of alternative polyadenylation at single-cell resolution.,2022-2025,,,,,False
TITLE_CAPITALIZED,36408909,tModBase,0.0,,0.0,tmodbase,0.0,1,https://www.tmodbase.com/,200,,,,2023-01-01,"MOE Key Laboratory of Gene Function and Regulation, State Key Laboratory of Biocontrol, School of Life Sciences, Sun Yat-sen University, Guangzhou 510275, P.R. China.","Lei HT, Li B, Mei SQ, Qu LH, Sun Y, Wang ZH, Yang JH, Zheng LL","2021A1515010542, 2022A1515011321, 2022YFC3400400, 31900903, 32270604","Guangdong Province, Guangdong Province Computational Science Innovative Research Team, Guangdong Province Key Laboratory of Computational Science, National Key Research and Development Program of China, National Natural Science Foundation of China",22.0,"Andorra, China, Senegal",tModBase,ok,tModBase: deciphering the landscape of tRNA modifications and their dynamic changes from epitranscriptome data.,2022-2025,,,,,False
