pmid,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,title
40317650,2025-05-02,"Computer Network Information Center, Chinese Academy of Sciences, Beijing, 100083, China.","Wang P, Liu W, Wang J, Liu Y, Li P, Xu P, Cui W, Zhang R, Long Q, Hu Z, Fang C, Dong J, Zhang C, Chen Y, Wang C, Liu G, Xie H, Zhang Y, Xiao M, Chen S, Jiang H, Chen Y, Yang G, Zhang S, Meng Z, Wang X, Feng G, Li X, Zhou Y","YSBR-076, E129L111, 2024YFF0729201, 2024YFF0729200, 2023IOZ0102，2024IOZ0101, XDA0460305toG.F., 92470204","CAS Project for Young Scientists in Basic Research, Pilot Project for Enhancing Original Innovation Capability of the Chinese Academy of Sciences, National Key Research and Development Program of China, National Key Research and Development Program of China, Initiative Scientific Research Program, Institute of Zoology, Chinese Academy of Sciences, Strategic Priority Research Program of the Chinese Academy of Sciences, National Natural Science Foundation of China",4,scCompass: An Integrated Multi-Species scRNA-seq Database for AI-Ready.
35916725,2022-09-01,"CIRAD, UMR ASTRE, F-97170 Petit-Bourg, France.","Dereeper A, Summo M, Meyer DF",2018-FED-1084,"European Research and Development Funds, European Union on the Guadeloupe Region",39,PanExplorer: a web-based tool for exploratory analysis and visualization of bacterial pan-genomes.
39959838,2025-02-12,"School of Mathematics, Hangzhou Normal University, Hangzhou, Zhejiang, China.","Zhang Z, Zhou J, Cao T, Huang Y, Huang C, Xia Y",,,0,pandasPGS: a Python package for easy retrieval of Polygenic Score Catalog data.
37953328,2024-01-01,"China National GeneBank, BGI Research, Shenzhen 518120, China.","Xu Z, Wang W, Yang T, Li L, Ma X, Chen J, Wang J, Huang Y, Huang Y, Gould J, Lu H, Du W, Sahu SK, Yang F, Li Z, Hu Q, Hua C, Hu S, Liu Y, Cai J, You L, Zhang Y, Li Y, Zeng W, Chen A, Wang B, Liu L, Chen F, Ma K, Xu X, Wei X","2021B1212100001, 2017B030301011","Guangdong Provincial Genomics Data Center, Guangdong Provincial Key Laboratory of Genome Read and Write",85,"STOmicsDB: a comprehensive database for spatial transcriptomics data sharing, analysis and visualization."
37870463,2024-01-01,"Brown Center for Immunotherapy, School of Medicine, Indiana University, Indianapolis, IN 46202, USA.","Chen C, Liu Y, Luo M, Yang J, Chen Y, Wang R, Zhou J, Zang Y, Diao L, Han L","R01HG011633, R01HG011633, R01 CA262623, R01CA262623, R01 HG011633","NIH HHS, National Institutes of Health, NCI NIH HHS, National Institutes of Health, NHGRI NIH HHS",5,PancanQTLv2.0: a comprehensive resource for expression quantitative trait loci across human cancers.
39724337,2025-05-01,"State Key Laboratory of Experimental Hematology, National Clinical Research Center for Blood Diseases, Haihe Laboratory of Cell Ecosystem, Institute of Hematology & Blood Diseases Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Tianjin 300020, China.","Cai 蔡信平 X, Zhang 张倩茹 Q, Liu 刘博琳 B, Sun 孙露 L, Liu 刘宇璇 Y",,,0,HemaCisDB: An Interactive Database for Analyzing Cis-regulatory Elements Across Hematopoietic Malignancies.
37716955,2023-09-16,"Institut de Biotecnologia i de Biomedicina (IBB) and Departament de Bioquímica i Biologia Molecular, Universitat Autònoma de Barcelona, Bellaterra, Barcelona, 08193, Spain.","Garcia-Pardo J, Badaczewska-Dawid AE, Pintado-Grima C, Iglesias V, Kuriata A, Kmiecik S, Ventura S","COST Action ML4NGP CA21160, ICREA-Academia 2020, 2021/40/Q/NZ2/00078, 2023 FI_3 00018, Juan de la Cierva Incorporacion IJC2019-041039-I, NextGenerationEU, PhasAge H2020-WIDESPREAD-2020-5, PID2019-105017RB-I00","European Cooperation in Science and Technology, Institució Catalana de Recerca i Estudis Avançats, National Science Centre, Sheng, Secretariat of Universities and Research of the Catalan Government and the European Social Fund, Spanish Ministry of Science and Innovation, European Commission, European Commission, Ministerio de Ciencia e Innovación",5,A3DyDB: exploring structural aggregation propensities in the yeast proteome.
36879236,2023-03-06,"Institute for Computational Genomics, Medical Faculty, RWTH Aachen University, 52074, Aachen, Germany. zhijian.li@rwth-aachen.de.","Li Z, Kuo CC, Ticconi F, Shaigan M, Gehrmann J, Gusmao EG, Allhoff M, Manolov M, Zenke M, Costa IG",,RWTH Aachen University,16,RGT: a toolbox for the integrative analysis of high throughput regulatory genomics data.
37871773,2023-10-21,"Innovative Institute of Chinese Medicine and Pharmacy, Academy for Interdiscipline, Chengdu University of Traditional Chinese Medicine, Chengdu 611137, China.","Zhang Y, Pan X, Shi T, Gu Z, Yang Z, Liu M, Xu Y, Yang Y, Ren L, Song X, Lin H, Deng K",,,33,P450Rdb: A manually curated database of reactions catalyzed by cytochrome P450 enzymes.
40037809,2025-05-01,"Department of Biochemistry and Molecular Biology, School of Basic Medical Sciences, Peking University Health Science Center, Beijing 100191, China.","Chen 陈韬宇 T, Tang 唐果菓 G, Li 李天昊 T, Yanghong 杨宏芷宁 Z, Hou 侯超 C, Du 杜泽州 Z, You 游铠强 K, Ma 马利伟 L, Li 李婷婷 T",,,2,PhaSeDis: A Manually Curated Database of Phase Separation-disease Associations and Corresponding Small Molecules.
39074139,2024-07-29,"Department of Computational Medicine and Bioinformatics, University of Michigan, Ann Arbor, Michigan, United States of America.","Zhang C, Freddolino L","2138259, 2138286, 2138307, 2137603, and 2138296, R01 AI134678, R01 AI134678","National Science Foundation, NIAID NIH HHS, NIAID",1,FURNA: A database for functional annotations of RNA structures.
37843156,2024-01-01,"National Genomics Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing 100101, China.","Wang Y, Lin Y, Wu S, Sun J, Meng Y, Jin E, Kong D, Duan G, Bei S, Fan Z, Wu G, Hao L, Song S, Tang B, Zhao W","32100506, 32170678, 32100511","National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China",7,BioKA: a curated and integrated biomarker knowledgebase for animals.
36382409,2023-01-01,"Key Laboratory of Ministry of Education for Gastrointestinal Cancer, School of Basic Medical Sciences, Fujian Medical University, Fuzhou, Fujian 350004, China.","Zhang Y, Jiang J, Ma J, Wei Z, Wang Y, Song B, Meng J, Jia G, de Magalhães JP, Rigden DJ, Hang D, Chen K","XRCZX202109, 31671373, KSF-E-51, 32100519, KSF-P-02","Scientific Research Foundation for Advanced Talents of Fujian Medical University, National Natural Science Foundation of China, XJTLU Key Program Special Fund, National Natural Science Foundation of China, XJTLU Key Program Special Fund",64,DirectRMDB: a database of post-transcriptional RNA modifications unveiled from direct RNA sequencing technology.
39097091,2024-08-07,"Department of Electrical Engineering and Computer Science, University of Missouri-Columbia, Columbia, MO, USA; Christopher S. Bond Life Sciences Center, University of Missouri-Columbia, Columbia, MO, USA.","Jiang Y, Immadi MS, Wang D, Zeng S, On Chan Y, Zhou J, Xu D, Joshi T",,"Missouri Department of Health and Senior Services, National Institutes of Health, National Science Foundation",3,IRnet: Immunotherapy response prediction using pathway knowledge-informed graph neural network.
35821017,2022-07-11,"Bielefeld University, Bioinformatics/Medical Informatics Department, Bielefeld, 33615, Germany. c.koenigs@uni-bielefeld.de.","Königs C, Friedrichs M, Dietrich T",,,11,The heterogeneous pharmacological medical biochemical network PharMeBINet.
40471992,2025-05-01,"Department of Bioinformatics and Systems Medicine, McWilliams School of Biomedical Informatics, The University of Texas Health Science Center at Houston, 7000 Fannin St., Houston, TX 77030, United States.","Kumar H, Chen Z, Adegunlehin A, Trowbridge L, Aguilar L, Kim P",R35GM138184,NIH HHS,0,KinaseFusionDB: an integrative knowledge of kinase fusion proteins in multi-scales.
38285683,2024-01-29,"Department of Biological Sciences, Birla Institute of Technology and Science, Hyderabad, India.","Diptiman D, Jalan A, Pal R, Dodwani S, Bandyopadhyay D",,,0,&lt;i&gt;Hist-i-fy&lt;/i&gt;-a multiple histidine post-translational-modification (PTM) prediction server based on protein sequences using convolution neural network: a case study on mass spectroscopy data.
40351053,2025-05-12,"Center for Computational Life Sciences, Cleveland Clinic Research, Cleveland, Ohio, USA.","Joshi J, Bhutada S, Martin DR, Guzowski J, Blankenberg D, Apte SS","U24HG006620, Not available, R21 AR078498, AR078498, Not available, U24HG006620, U24 HG006620, AR078498","National Human Genome Research Institute, Arthritis Foundation, NIAMS NIH HHS, National Institute of Arthritis and Musculoskeletal and Skin Diseases, ARTHFN, NHGRI NIH HHS, NHGRI NIH HHS, NIAMS NIH HHS",1,DICED (Database of Identified Cleavage Sites Endemic to Diseases States): A Searchable Web Interface for Terminomics/Degradomics.
41311736,2025-11-08,"Collaborative Innovation Center for Molecular Imaging of Precision Medicine, Shanxi Medical University, Taiyuan 030001, China.","Zan C, Ji T, Zhang X, Yang MF, Wu Z, Li S","XD2236, 202303021212139, SD2334, U22A6008","Shanxi Medical University, Natural Science Foundation for Young Scientists of Shanxi Province, Shanxi Medical University, National Natural Science Foundation of China",0,Integrated proteomics and metabolomics analyses reveal potential molecular signatures of rabbit atherosclerotic plaques.
37030102,2023-04-05,"Indian Institute of Science Education and Research (IISER) Mohali, Punjab, India.","Natarajan A, Chivukula N, Dhanakoti GB, Sahoo AK, Ravichandran J, Samal A",,"Max-Planck-Gesellschaft, Department of Atomic Energy, Government of India",0,EPEK: Creation and analysis of an Ectopic Pregnancy Expression Knowledgebase.
36548962,2023-03-01,"School of Life Sciences, and Hubei Key Laboratory of Genetic Regulation and Integrative Biology, Central China Normal University, Wuhan 430079, Hubei, People's Republic of China.","Peng Z, Li J, Jiang X, Wan C","31800647, 61872157, 91951210, KJ02502022-0450","Natural Science Foundation of China, Natural Science Foundation of China, Natural Science Foundation of China, Fundamental Research Funds for Central Universities",1,CyanoMapDB: a database integrating experimentally validated protein-protein interactions in cyanobacteria.
39747337,2025-01-02,"College of Animal Science and Technology, Qingdao Agricultural University, Qingdao, Shandong, China.","Wang J, Feng Y, Xu S, Tenzin N, Han H, Gong D, Liu F, Sun Y, Liu S","2024YFD12007000, SDAIT-27, ZR2022QC091, 19211183, SD2019 XM 008","The National Key R&amp;D Program of China, Modern Agricultural Technology Industry System of Shandong province,China, Shandong Provincial Natural Science Foundation, Accurate Identification Project of livestock and poultry germplasm resources of Ministry of Agriculture and Rural Affairs ""Phenotypic identification of donkey skin and meat traits"", Major Agricultural Application Technology Innovation Projects of Shandong Province",1,Non-targeted LC-MS metabolomics reveals serum metabolites for high-altitude adaptation in Tibetan donkeys.
40460909,2025-06-01,"Amity Institute of Molecular Medicine and Stem Cell Research, Amity University Noida, Uttar Pradesh 201303, India.","Jaiswal S, Mishra V, Majumder S, Wangikar PP, Sengupta S","IA/E/17/1/503663, CRG/2023/001776","DBT/Wellcome Trust India Alliance, Wellcome Trust, Department of Science and Technology, Government of Rajasthan, Science and Engineering Research Board, Department of Biotechnology, Ministry of Science and Technology, India",0,Metabolomic profiling reveals grade-specific niacinamide accumulation and its therapeutic potential via SIRT1-CD38-EMT axis modulation in cervical cancer progression.
38738618,2024-07-01,"Institut de Biotecnologia i de Biomedicina and Departament de Bioquímica i Biologia Molecular, Universitat Autònoma de Barcelona, 08193 Bellaterra, Barcelona, Spain.","Bárcenas O, Kuriata A, Zalewski M, Iglesias V, Pintado-Grima C, Firlik G, Burdukiewicz M, Kmiecik S, Ventura S","Sheng 2021/40/Q/NZ2/00078, 02/07/2021, FPU22/03656, PID2022-137963OB-I00, 2023 FI_3 00018","ICREA, ICREA, Secretariat of Universities and Research of the Catalan Government, Spanish Ministry of Universities, European Union-Next Generation EU, Spanish Ministry of Science and Innovation, Spanish Ministry of Science and Innovation, European Social Fund, European Union-NextGenerationEU",16,Aggrescan4D: structure-informed analysis of pH-dependent protein aggregation.
35696018,2022-06-10,"iHuman Institute, ShanghaiTech University, Shanghai, 201210, China.","Han W, Wu Y, Zeng L, Zhao S",,,8,"Building the Chordata Olfactory Receptor Database using more than 400,000 receptors annotated by Genome2OR."
39373530,2025-01-01,"College of Pharmaceutical Sciences, The Second Affiliated Hospital, Zhejiang University School of Medicine, State Key Laboratory of Advanced Drug Delivery and Release Systems, Zhejiang University, Hangzhou 310058, China.","Ge Y, Yang M, Yu X, Zhou Y, Zhang Y, Mou M, Chen Z, Sun X, Ni F, Fu T, Liu S, Han L, Zhu F","LR21H300001, 2022YFC3400501, 181201*194232101, 2020C03010, 2018QNA7023, 82373790","Natural Science Foundation of Zhejiang Province, National Key R&D Program of China, Alibaba Cloud, Double Top-Class University, The Information Technology Center of Zhejiang University, Leading Talent of the 'Ten Thousand Plan' National High-Level Talents Special Support Plan of China, Key R&D Program of Zhejiang, Westlake Laboratory (Westlake Lab of Life Sciences and Biomedicine), Fundamental Research Funds for Central Universities, National Natural Science Foundations of China, Alibaba-Zhejiang University Joint Research Center of Future Digital Healthcare",1,MolBiC: the cell-based landscape illustrating molecular bioactivities.
PPR956867,2024-12-20,,"Jaiswal S, Mishra V, Majumder S, Wangikar PP, Sengupta S",,,0,Metabolomic profiling reveals grade-specific niacinamide accumulation and its therapeutic Potential via SIRT1-CD38-EMT axis modulation in cervical cancer progression
41053365,2025-10-06,"Beijing Key Laboratory for Drug Resistance Tuberculosis Research, Beijing Tuberculosis and Thoracic Tumor Research Institute, Beijing Chest Hospital, Capital Medical University, Beijing, China.","Zhang LY, Yin H, Wang YC, Yan MY, Wang CL, Shang XT, Liu WY, Li ZH, Jia HY, Zhang ZD, Zhu CZ, Pan LP, Sun YC",82402641,National Natural Science Foundation of China (National Science Foundation of China),0,The acetyltransferase CysE modulates virulence and drug resistance of Mycobacterium tuberculosis by interfering with oxidative stress responses.
39265616,2025-11-01,"Center of Edaphology and Applied Biology of Segura (CEBAS-CSIC), Department of Plant Nutrition, Campus Universitario Espinardo, Ed 25 30100, Murcia, Spain.","Pardo-Hernández M, García-Pérez P, Lucini L, Rivero RM",PGC2018-09573-B-100,"Ministry of Economy, Romeo ed Enrica Invernizzi Foundation",8,Multi-omics exploration of the involvement of ABA in identifying unique molecular markers for single and combined stresses in tomato plants.
39087852,2024-08-01,"Department of Plant Biotechnology and Bioinformatics, Ghent University, Ghent, 9000, Belgium.","Wu T, Bafort Q, Mortier F, Almeida-Silva F, Natran A, Van de Peer Y",833522,European Research Council,3,"The immediate metabolomic effects of whole-genome duplication in the greater duckweed, Spirodela polyrhiza."
37941147,2024-01-01,"Helmholtz-Institute for Pharmaceutical Research Saarland (HIPS), Helmholtz Centre for Infection Research, Saarland University Campus, 66123 Saarbrücken, Germany.","Flotho M, Amand J, Hirsch P, Grandke F, Wyss-Coray T, Keller A, Kern F","14446, MJFF-021418, 466168626, 17047, 466168626, MJFF-021418","Michael J. Fox Foundation for Parkinson&apos;s Research, Michael J. Fox Foundation for Parkinson&apos;s Research, Saarland University, Schaller-Nikolich Foundation, state of Saarland, Deutsche Forschungsgemeinschaft, Michael J. Fox Foundation for Parkinson&apos;s Research, DFG, Michael J. Fox Foundation for Parkinson's Research",7,ZEBRA: a hierarchically integrated gene expression atlas of the murine and human brain at single-cell resolution.
