pmid,title_snippet,agent_score,confidence_level,reasoning,setfit_confidence,ling_score,review_score,agent,agent_sample_size,title,abstract,ling_has_intro_pattern,ling_has_title_pattern,ling_has_url,ling_impl_keywords,ling_usage_keywords,agent2_score,agent2_rationale,expert_score,classification,category,evidence_count,title_match,intro_phrases,has_url,impl_keywords,usage_keywords,has_stats,agent4_score,agent4_notes,notes
30769826,,,,,0.68506855,0.0,0.8,9,400,"The Good, the Bad, and the Ugly: ""HiPen"", a New Dataset for Validating (S)QM/MM Free Energy Simulations.",,,,,,,,,,,,,,,,,,,,,Strong intro pattern detected
29039006,,,,,0.71474284,2.0,0.85,9,400,Information Resources for Functional Genomics Studies in Brachypodium distachyon.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + high ling_score
31975977,,,,,0.71584916,2.0,0.35,9,400,ChronoSphere: a graph-based EMF model repository for IT landscape models.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features; Usage/analysis patterns detected
29106599,,,,,0.7133651,2.0,0.55,9,400,ASpedia: a comprehensive encyclopedia of human alternative splicing.,,,,,,,,,,,,,,,,,,,,,High ling_score + URL
31788358,,,,,0.628135,0.0,0.2,9,400,Assessment of North American arthropod collections: prospects and challenges for addressing biodiversity research.,,,,,,,,,,,,,,,,,,,,,Usage/analysis patterns detected; No linguistic features
31089974,,,,,0.698458,1.0,0.95,9,400,RIL-Contour: a Medical Imaging Dataset Annotation Tool for and with Deep Learning.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
34674330,,,,,0.7124338,0.0,0.6,9,400,A bioinformatic platform to integrate target capture and whole genome sequences of various read depths for phylogenomics.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
31200218,,,,,0.51336974,1.0,0.35,9,400,"Literature-based, manually-curated database of PCR primers for the detection of antibiotic resistance genes in various environments.",,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features; Usage/analysis patterns detected
26320369,,,,,0.68750525,2.0,0.65,9,400,Experimental Data and Geometric Analysis Repository-EDGAR.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
24850854,,,,,0.7235876,2.0,0.35,9,400,MetaImprint: an information repository of mammalian imprinted genes.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features; Usage/analysis patterns detected
25058159,,,,,0.71333754,2.0,0.85,9,400,iRegulon: from a gene list to a gene regulatory network using large motif and track collections.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + high ling_score
30708009,,,,,0.6441392,0.0,0.3,9,400,Low-cost mussel inspired poly(Catechol/Polyamine) modified magnetic nanoparticles as a versatile platform for enhanced activity of immobilized enzyme.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title; Usage/analysis patterns detected
31175305,,,,,0.7273458,2.0,0.95,9,400,"YSTAFDB, a unified database of material stocks and flows for sustainability science.",,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
28949551,,,,,0.6909362,0.0,0.95,9,400,Single Molecule Force Spectroscopy and Molecular Dynamics Simulations as a Combined Platform for Probing Protein Face-Specific Binding.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
28055900,,,,,0.7051571,0.0,0.6,9,400,MDTE DB: a database for microRNAs derived from Transposable element.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
25600945,,,,,0.7053656,0.0,0.3,9,400,WALTZ-DB: a benchmark database of amyloidogenic hexapeptides.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title; Usage/analysis patterns detected
28886174,,,,,0.51496416,0.0,0.8,9,400,Development of hop transcriptome to support research into host-viroid interactions.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern detected
35047951,,,,,0.7201361,2.0,0.55,9,400,ViralFP: A Web Application of Viral Fusion Proteins.,,,,,,,,,,,,,,,,,,,,,High ling_score + URL
27997140,,,,,0.6999818,1.0,0.5,9,400,In-Silico Analysis and Implementation of a Multicellular Feedback Control Strategy in a Synthetic Bacterial Consortium.,,,,,,,,,,,,,,,,,,,,,No clear signals
29782006,,,,,0.69638395,1.0,0.65,9,400,Neurovascular Network Explorer 2.0: A Simple Tool for Exploring and Sharing a Database of Optogenetically-evoked Vasomotion in Mouse Cortex In Vivo.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
21255393,,,,,0.7178083,0.0,0.95,9,400,When the human viral infectome and diseasome networks collide: towards a systems biology platform for the aetiology of human diseases.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
21491493,,,,,0.7029714,2.0,0.35,9,400,Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features; Usage/analysis patterns detected
24670764,,,,,0.6968425,0.0,0.25,9,400,A promoter-level mammalian expression atlas.,,,,,,,,,,,,,,,,,,,,,No linguistic features
22140109,,,,,0.7153382,2.0,0.65,9,400,The Arabidopsis Information Resource (TAIR): improved gene annotation and new tools.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
23417655,,,,,0.7026284,0.0,0.93,10,400,PRoNTo: pattern recognition for neuroimaging toolbox.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 4; Publicly available
24065654,,,,,0.71689624,2.0,0.95,10,400,PANNOTATOR: an automated tool for annotation of pan-genomes.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 2; URL present
26729913,,,,,0.7167666,1.0,0.8799999999999999,10,400,BioGRID: A Resource for Studying Biological Interactions in Yeast.,,,,,,,,,,,,,,,,,,,,,Resource types: 3; Resource name in title; Publicly available
27189481,,,,,0.6991517,1.0,0.7,10,400,Gene evolution and gene expression after whole genome duplication in fish: the PhyloFish database.,,,,,,,,,,,,,,,,,,,,,Resource types: 2
23537208,,,,,0.7136222,0.0,0.7,10,400,Discovery-2: an interactive resource for the rational selection and comparison of putative drug target proteins in malaria.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 2; Resource types: 1; Clinical study
21930503,,,,,0.7088512,0.0,0.75,10,400,BioMart as an integration solution for the International Knockout Mouse Consortium.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 1
34502531,,,,,0.6986293,1.0,0.7999999999999999,10,400,OGT Protein Interaction Network (OGT-PIN): A Curated Database of Experimentally Identified Interaction Proteins of OGT.,,,,,,,,,,,,,,,,,,,,,Resource types: 2; Resource name in title
22480273,,,,,0.7230571,2.0,0.7999999999999999,10,400,Tav4SB: integrating tools for analysis of kinetic models of biological systems.,,,,,,,,,,,,,,,,,,,,,Resource types: 2; URL present
29297414,,,,,0.7132088,2.0,0.6,10,400,An automatic approach for constructing a knowledge base of symptoms in Chinese.,,,,,,,,,,,,,,,,,,,,,URL present
30053271,,,,,0.7124066,2.0,1.0,10,400,PharmacoDB: an integrative database for mining in vitro anticancer drug screening studies.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 3; Resource types: 2
26137847,,,,,0.722576,2.0,0.8999999999999999,10,400,TRES: Identification of Discriminatory and Informative SNPs from Population Genomic Data.,,,,,,,,,,,,,,,,,,,,,Resource types: 3; URL present; Resource name in title
27993012,,,,,0.5801472,0.0,0.75,10,400,Rational Design of Small Molecules Targeting Oncogenic Noncoding RNAs from Sequence.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 1
27899610,,,,,0.72218925,2.0,0.7999999999999999,10,400,MalaCards: an amalgamated human disease compendium with diverse clinical and genetic annotation and structured search.,,,,,,,,,,,,,,,,,,,,,Resource types: 2; URL present
26054360,,,,,0.71212685,1.0,0.93,10,400,EHME: a new word database for research in Basque language.,,,,,,,,,,,,,,,,,,,,,Resource types: 2; Novel resource mentioned; Publicly available
29079816,,,,,0.62314004,1.0,0.6,10,400,Flexible and Tunable 3D Gold Nanocups Platform as Plasmonic Biosensor for Specific Dual LSPR-SERS Immuno-Detection.,,,,,,,,,,,,,,,,,,,,,Resource types: 1
29206223,,,,,0.5414478,0.0,0.65,10,400,A model of the onset of the senescence associated secretory phenotype after DNA damage induced senescence.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1
29854239,,,,,0.67516184,0.0,0.45,10,400,"Facilitating Cohort Discovery by Enhancing Ontology Exploration, Query Management and Query Sharing for Large Clinical Data Repositories.",,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Clinical study
22829735,,,,,0.7189388,2.0,0.8999999999999999,10,400,RAmiRNA: Software suite for generation of SVMbased prediction models of mature miRNAs.,,,,,,,,,,,,,,,,,,,,,Resource types: 2; URL present; Resource name in title
24385877,,,,,0.66819525,1.0,0.65,10,400,A novel artificial bee colony approach of live virtual machine migration policy using Bayes theorem.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1
30669929,,,,,0.71236825,2.0,0.95,10,400,AutophagySMDB: a curated database of small molecules that modulate protein targets regulating autophagy.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 3; URL present
32582086,,,,,0.64415747,1.0,0.5499999999999999,10,400,A Review of Landfill Microbiology and Ecology: A Call for Modernization With 'Next Generation' Technology.,,,,,,,,,,,,,,,,,,,,,Resource types: 2; Resource name in title; Review/survey paper
22489185,,,,,0.66165036,0.0,0.8500000000000001,10,400,Inroads to predict in vivo toxicology-an introduction to the eTOX Project.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 2
29703624,,,,,0.65732896,0.0,0.5,10,400,A modern documented Italian identified skeletal collection of 2127 skeletons: the CAL Milano Cemetery Skeletal Collection.,,,,,,,,,,,,,,,,,,,,,No strong indicators
30581775,,,,,0.7150539,2.0,0.95,10,400,MDAD: A Special Resource for Microbe-Drug Associations.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 2; Resource name in title
21546552,,,,,0.7131469,1.0,0.7,10,400,The BioExtract Server: a web-based bioinformatic workflow platform.,,,,,,,,,,,,,,,,,,,,,Resource types: 5
33377911,,,,,0.7160864,1.0,0.7,10,400,GALLO: An R package for genomic annotation and integration of multiple data sources in livestock for positional candidate loci.,,,,,,,,,,,,,,,,,,,,,Resource types: 1; Resource name in title
26162614,,,,,0.6697966,0.0,0.8799999999999999,10,400,EMDLAB: A toolbox for analysis of single-trial EEG dynamics using empirical mode decomposition.,,,,,,,,,,,,,,,,,,,,,Resource types: 2; Resource name in title; Publicly available
29351781,,,,,0.57662153,0.0,0.7799999999999999,10,400,"MINDMAP: establishing an integrated database infrastructure for research in ageing, mental well-being, and the urban environment.",,,,,,,,,,,,,,,,,,,,,Resource types: 2; Publicly available
32331540,,,,,0.7077677,0.0,0.5,10,400,The Generated Databases (GDBs) as a Source of 3D-shaped Building Blocks for Use in Medicinal Chemistry and Drug Discovery.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 1; Review/survey paper
22084255,,,,,0.71015763,2.0,0.7,10,400,PubChem promiscuity: a web resource for gathering compound promiscuity data from PubChem.,,,,,,,,,,,,,,,,,,,,,Resource types: 1; URL present
23203867,,,,,0.7194672,2.0,0.7,10,400,NetwoRx: connecting drugs to networks and phenotypes in Saccharomyces cerevisiae.,,,,,,,,,,,,,,,,,,,,,Resource types: 1; URL present
26519912,,,,,0.63972807,2.0,0.7999999999999999,10,400,eHALOPH a Database of Salt-Tolerant Plants: Helping put Halophytes to Work.,,,,,,,,,,,,,,,,,,,,,Resource types: 1; URL present; Resource name in title
21214365,,,,,0.6849687,2.0,0.7999999999999999,10,400,DBCAT: database of CpG islands and analytical tools for identifying comprehensive methylation profiles in cancer cells.,,,,,,,,,,,,,,,,,,,,,Resource types: 3; URL present
32134915,,,,,0.72371423,1.0,1.0,10,400,"ASA3P: An automatic and scalable pipeline for the assembly, annotation and higher-level analysis of closely related bacterial isolates.",,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 2; URL present; Resource name in title
21815093,,,,,0.7079637,0.0,0.6,10,400,Yeast bioinformatics and strain engineering resources.,,,,,,,,,,,,,,,,,,,,,Resource types: 1
23408560,,,,,0.5470568,0.0,0.7,10,400,Statistical visualization for assessing performance of methods for safety surveillance using electronic databases.,,,,,,,,,,,,,,,,,,,,,Resource types: 2
26339591,,,,,0.69852716,1.0,0.6,10,400,Improving the Mapping of Smith-Waterman Sequence Database Searches onto CUDA-Enabled GPUs.,,,,,,,,,,,,,,,,,,,,,Resource types: 1
29300341,,,,,0.527106,0.0,0.6,10,400,Dietary Supplements: Regulatory Challenges and Research Resources.,,,,,,,,,,,,,,,,,,,,,Resource name in title
31600445,,,,,0.7187731,2.0,0.8799999999999999,10,400,"New Basis Set Exchange: An Open, Up-to-Date Resource for the Molecular Sciences Community.",,,,,,,,,,,,,,,,,,,,,Resource types: 2; Resource name in title; Publicly available
31283476,,,,,0.615519,0.0,0.6,10,400,A Large-Scale Database and a CNN Model for Attention-Based Glaucoma Detection.,,,,,,,,,,,,,,,,,,,,,Resource types: 1
34270057,,,,,0.68180126,0.0,0.6,10,400,Computational Phosphorylation Network Reconstruction: An Update on Methods and Resources.,,,,,,,,,,,,,,,,,,,,,Resource name in title
34928054,,,,,0.72015554,1.0,0.7999999999999999,10,400,LINT-Web: A Web-Based Lipidomic Data Mining Tool Using Intra-Omic Integrative Correlation Strategy.,,,,,,,,,,,,,,,,,,,,,Resource types: 1; URL present; Resource name in title
21521586,,,,,0.70802844,0.0,0.7,10,400,Grid-enabled measures: using Science 2.0 to standardize measures and share data.,,,,,,,,,,,,,,,,,,,,,Resource types: 3
23203989,,,,,0.71427786,1.0,0.85,10,400,The BioGRID interaction database: 2013 update.,,,,,,,,,,,,,,,,,,,,,Resource types: 3; Novel resource mentioned
30268435,,,,,0.7063534,2.0,0.95,10,400,ProteoStorm: An Ultrafast Metaproteomics Database Search Framework.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 2; Resource name in title
34097004,,,,,0.71525776,2.0,0.95,10,400,DevOmics: an integrated multi-omics database of human and mouse early embryo.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 3; URL present
31238109,,,,,0.6950205,2.0,0.95,10,400,HemOnc: A new standard vocabulary for chemotherapy regimen representation in the OMOP common data model.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 3; Resource name in title
32667196,,,,,0.633006,0.0,0.35,10,400,Continuous Flow Upgrading of Selected C<sub>2</sub>-C<sub>6</sub> Platform Chemicals Derived from Biomass.,,,,,,,,,,,,,,,,,,,,,Resource types: 1; Review/survey paper
33932617,,,,,0.5196313,0.0,0.5299999999999999,10,400,"AMR in low-resource settings: Médecins Sans Frontières bridges surveillance gaps by developing a turnkey solution, the Mini-Lab.",,,,,,,,,,,,,,,,,,,,,Resource types: 1; Resource name in title; Publicly available; Review/survey paper
33461337,,,,,0.7028884,0.0,0.6,10,400,"The Chromosome-Scale Genome Resource for Two Endophytic <i>Fusarium</i> species, <i>F. culmorum</i> and <i>F. pseudograminearum</i>.",,,,,,,,,,,,,,,,,,,,,Resource types: 1
31250015,,,,,0.723692,0.0,0.95,10,400,MolMeDB: Molecules on Membranes Database.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1; Resource types: 3; Resource name in title
32956841,,,,,0.6985286,1.0,0.8999999999999999,10,400,ProtyQuant: Comparing label-free shotgun proteomics datasets using accumulated peptide probabilities.,,,,,,,,,,,,,,,,,,,,,Resource types: 2; URL present; Resource name in title
27668212,,,,,0.57577354,0.0,0.25,10,400,Metal Cations in G-Quadruplex Folding and Stability.,,,,,,,,,,,,,,,,,,,,,Review/survey paper
24838570,,,,,0.71582544,2.0,0.7999999999999999,10,400,Alkemio: association of chemicals with biomedical topics by text and data mining.,,,,,,,,,,,,,,,,,,,,,Resource types: 2; URL present
23794737,,,,,0.6340841,2.0,0.7999999999999999,10,400,Analysis of disease-associated objects at the Rat Genome Database.,,,,,,,,,,,,,,,,,,,,,Resource types: 4; URL present
26185528,,,,,0.6985148,2.0,0.7799999999999999,10,400,"ChemDoodle Web Components: HTML5 toolkit for chemical graphics, interfaces, and informatics.",,,,,,,,,,,,,,,,,,,,,Resource types: 1; Resource name in title; Publicly available
26111937,,,,,0.6950381,2.0,0.8,10,400,Genome-scale resources for Thermoanaerobacterium saccharolyticum.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 2
32745682,,,,,0.5594965,2.0,1.0,10,400,The Amsterdam Ultra-high field adult lifespan database (AHEAD): A freely available multimodal 7 Tesla submillimeter magnetic resonance imaging database.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 2; Resource types: 1; Resource name in title; Publicly available
36303767,,,,,0.7251416,2.0,1.0,10,400,"PASS: Protein Annotation Surveillance Site for Protein Annotation Using Homologous Clusters, NLP, and Sequence Similarity Networks.",,,,,,,,,,,,,,,,,,,,,Intro patterns: 3; Resource types: 4; Resource name in title
33683885,,,,,0.7185669,1.0,0.65,10,400,Dataset Construction to Explore Chemical Space with 3D Geometry and Deep Learning.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 1
30004104,,,,,0.7103448,2.0,1.0,10,400,Karyotypes of Brazilian non-volant small mammals (Didelphidae and Rodentia): An online tool for accessing the chromosomal diversity.,,,,,,,,,,,,,,,,,,,,,Intro patterns: 2; Resource types: 2; URL present; Resource name in title
26205273,,,,,0.69262254,1.0,0.35,10,400,Interferometric Reflectance Imaging Sensor (IRIS)--A Platform Technology for Multiplexed Diagnostics and Digital Detection.,,,,,,,,,,,,,,,,,,,,,Resource types: 1; Review/survey paper
31666732,,,,,0.56316626,1.0,0.35,10,400,Targeted protein degradation: expanding the toolbox.,,,,,,,,,,,,,,,,,,,,,Resource types: 1; Review/survey paper
