"extracted_name","extracted_long","baseline_name","baseline_full","edit_distance","contains","long_sim","match_type","score","confidence"
"WorldMap","Cancer Data Collaborative Map","map","microrna analysis portal","5","True","0.6792452830188679","contains","0.6","MEDIUM"
"GlycoMaster DB","Glycopeptide Master Database","oma","orthologous matrix","11","True","0.4782608695652174","contains","0.6","MEDIUM"
"GlycomicsDB","GlycomicsDB","csdb","carbohydrate structure databases","7","True","0.32558139534883723","contains","0.6","MEDIUM"
"Burkholderia Database","Burkholderia Quorum Sensing Database","database","database","13","True","0.36363636363636365","contains","0.6","MEDIUM"
"CFC Database","Chloroplast Function Database","database","database","4","True","0.43243243243243246","contains","0.6","MEDIUM"
"Plasmid ATLAS","Plasmid Atlas","atlas","altered tcr ligand affinities and structures","8","True","0.38596491228070173","contains","0.6","MEDIUM"
"MAPPER2","MAPPER2","map","microrna analysis portal","4","True","0.25806451612903225","contains","0.6","MEDIUM"
"Botryllus Database","Botryllus Transcriptome Database","database","database","10","True","0.4","contains","0.6","MEDIUM"
"ARIES","ARIES","geoboundaries","geoboundaries global administrative database","8","True","0.20408163265306123","contains","0.6","MEDIUM"
"BioGraph","Bioinformatics Graph Database","grap","of","4","True","0.12903225806451613","contains","0.6","MEDIUM"
"Cyanobacterial strains database","Cyanobacterial strains database","rain","rna-protein association and interaction networks","27","True","0.6329113924050633","contains","0.6","MEDIUM"
"RiceENCODE","RiceENCODE","ice","chemical environment","7","True","0.6","contains","0.6","MEDIUM"
"CoMAGC","Corpus of Multi-faceted Annotations of Gene-Cancer relations","oma","orthologous matrix","3","True","0.41025641025641024","contains","0.6","MEDIUM"
"Pompe Variant Database","Pompe Variant Database","database","database","14","True","0.5333333333333333","contains","0.6","MEDIUM"
"OCHEM","Online CHEmical Database and Modeling Environment","biochem4j","","4","True","0.0","contains","0.6","MEDIUM"
"SAAVpedia","Single Amino Acid Variant Encyclopedia","ped","protein ensemble database","6","True","0.6031746031746031","contains","0.6","MEDIUM"
"RiceLncPedia","RiceLncPedia","ped","protein ensemble database","9","True","0.4864864864864865","contains","0.6","MEDIUM"
"eModel-BDB","Comparative Structure Models Database","bdb","biopanning data bank","7","True","0.42105263157894735","contains","0.6","MEDIUM"
"ProBiS","Protein Binding Sites Database","probis-dock","","5","True","0.0","contains","0.6","MEDIUM"
"CardioNet","Cardiovascular Disease Database","card","comprehensive antibiotic resistance database","5","True","0.6666666666666666","contains","0.6","MEDIUM"
"iPSCORE","Induced Pluripotent Stem Cell Resource","core","","3","True","0.0","contains","0.6","MEDIUM"
"OakEcol","OakEcol","eco","european cancer observatory","4","True","0.29411764705882354","contains","0.6","MEDIUM"
"Mouse Tumor Biology Database","Jackson Laboratory Mouse Tumor Biology Database","database","database","20","True","0.2909090909090909","contains","0.6","MEDIUM"
"FairBase","Fungal A-to-I RNA Editing Database","irbas","intermittent river biodiversity analysis and synthesis","3","True","0.5681818181818182","contains","0.6","MEDIUM"
"Cancer GAMAdb","Cancer GAMAdb","madb","mammalian annotation database tool","9","True","0.3829787234042553","contains","0.6","MEDIUM"
"Multiple Sclerosis Atlas","Multiple Sclerosis Molecular Atlas","atlas","altered tcr ligand affinities and structures","19","True","0.6153846153846154","contains","0.6","MEDIUM"
"Drug-drug interaction database","Antifungal Drug-Drug Interaction Database","rac","repository of antibiotic resistance cassettes","27","True","0.5813953488372093","contains","0.6","MEDIUM"
"Thyrotropin Receptor Mutation Database","Thyrotropin Receptor Mutation Database","database","database","30","True","0.34782608695652173","contains","0.6","MEDIUM"
"Ostrinia_scapulalis_genome","Ostrinia scapulalis genome database","lis","legume information system","23","True","0.7","contains","0.6","MEDIUM"
"Sifting Families","Protein Family Resource","tin","","13","True","0.0","contains","0.6","MEDIUM"
"Brazil Coleoptera Database","Brazilian Coleoptera Immatures Database","database","database","18","True","0.3404255319148936","contains","0.6","MEDIUM"
"ATR-FT-IR Spectra","ATR-FT-IR Spectral Collection","spectra","","10","True","0.0","contains","0.6","MEDIUM"
"CircadiOmics","Circadian Omics portal","circad","","6","True","0.0","contains","0.6","MEDIUM"
"Dokdo Insect Database","Dokdo Korea Insect Database","database","database","13","True","0.45714285714285713","contains","0.6","MEDIUM"
"bacpedia","BACpedia","ped","protein ensemble database","5","True","0.42424242424242425","contains","0.6","MEDIUM"
"G4_database","G-quadruplex Database","database","database","3","True","0.5517241379310345","contains","0.6","MEDIUM"
"EcoBank","Ecological Bank","eco","european cancer observatory","4","True","0.47619047619047616","contains","0.6","MEDIUM"
"WWARN CTPL","WorldWide Antimalarial Resistance Network Clinical Trials Publication Library","arn","adipogenesis regulation network","7","True","0.5370370370370371","contains","0.6","MEDIUM"
"Connectivity Scores","Drug Connectivity Scores Database","core","","15","True","0.0","contains","0.6","MEDIUM"
"Open Targets","Open Targets Platform","pen","protein-gene expression nexus","9","True","0.56","contains","0.6","MEDIUM"
"EurExpress","EurExpress Transcriptome Atlas","express","","3","True","0.0","contains","0.6","MEDIUM"
"TIPdb-3D","Taiwan Indigenous Plant database","pdb","data bank","5","True","0.3902439024390244","contains","0.6","MEDIUM"
"amamutdb","alpha-mannosidosis mutation database","amamutdb.no","","3","True","0.0","contains","0.6","MEDIUM"
"RhesusBase PopGateway","Rhesus Base Population Gateway","rhesusbase","","11","True","0.0","contains","0.6","MEDIUM"
"PlantAPAdb","Plant Alternative Polyadenylation Database","apadb","","5","True","0.0","contains","0.6","MEDIUM"
"Belgium Butterfly Database","Northern Belgium Butterfly Distribution Database","database","database","18","True","0.2857142857142857","contains","0.6","MEDIUM"
"Rice GH Database","Rice Glycoside Hydrolase Phylogenomic Database","ice","chemical environment","13","True","0.48484848484848486","contains","0.6","MEDIUM"
"AMPs Database","Antimicrobial Compounds Database","database","database","5","True","0.4","contains","0.6","MEDIUM"
"TEF1α Database","Fungal Translational Elongation Factor 1α Database","database","database","6","True","0.27586206896551724","contains","0.6","MEDIUM"
"LncRNAWiki","LncRNAWiki","crn","cancer rna-seq nexus","7","True","0.3333333333333333","contains","0.6","MEDIUM"
"BRCA LOVD","BRCA Variants Database","lovd","leiden open-source variation database","5","True","0.6779661016949152","contains","0.6","MEDIUM"
"MIPS PlantsDB","Munich Information Center for Protein Sequences Plants Database","tsdb","","9","True","0.0","contains","0.6","MEDIUM"
"FetGOAT","Functional Enrichment Tool for Gene Ontology Analysis","goa","gene ontology annotation","4","True","0.6233766233766234","contains","0.6","MEDIUM"
"Plant Cell Atlas","Plant Cell Atlas","atlas","altered tcr ligand affinities and structures","11","True","0.43333333333333335","contains","0.6","MEDIUM"
"Human Embryology","Human Embryology Collections","huma","analysis","12","True","0.3333333333333333","contains","0.6","MEDIUM"
"Blue Box Database","Ultrasonic Signal Database","database","database","9","True","0.47058823529411764","contains","0.6","MEDIUM"
"Lnc2Catlas","lncRNA to Cancer atlas","atlas","altered tcr ligand affinities and structures","5","True","0.6060606060606061","contains","0.6","MEDIUM"
"CovidCT","COVID-19 Clinical Trials Database","idc","","4","True","0.0","contains","0.6","MEDIUM"
"Allen Developing Mouse Brain Atlas","Developing Mouse Brain Atlas","atlas","altered tcr ligand affinities and structures","29","True","0.6111111111111112","contains","0.6","MEDIUM"
"NHA","National Health Accounts Database","enhanceratlas","","10","True","0.0","contains","0.6","MEDIUM"
"BindingDB","Binding Database","ngd","nelumbo genome database","6","True","0.6666666666666666","contains","0.6","MEDIUM"
"E3 Ligase Database","Human E3 Ubiquitin Ligase Database","database","database","10","True","0.38095238095238093","contains","0.6","MEDIUM"
"Human Origins Database","Human Origins Skeletal Collection Database","database","database","14","True","0.32","contains","0.6","MEDIUM"
"Anopheles Tissue Atlas","Anopheles gambiae Gene Expression Atlas","atlas","altered tcr ligand affinities and structures","17","True","0.6024096385542169","contains","0.6","MEDIUM"
"HCO Database","Heme-Copper Oxygen Reductase Database","database","database","4","True","0.35555555555555557","contains","0.6","MEDIUM"
"RBP_atlas","RNA-Binding Protein Atlas","atlas","altered tcr ligand affinities and structures","4","True","0.5797101449275363","contains","0.6","MEDIUM"
"Ontobee","Ontology Browser","bee","biomedical entity explorer","4","True","0.5238095238095238","contains","0.6","MEDIUM"
"CLRP TG-43","Carleton Laboratory for Radiotherapy Physics TG-43 database","clrp","","6","True","0.0","contains","0.6","MEDIUM"
"LncRNAWiki","Long non-coding RNA Wiki","crn","cancer rna-seq nexus","7","True","0.4090909090909091","contains","0.6","MEDIUM"
"DiseaseComps","Disease Comparisons database","eco","european cancer observatory","9","True","0.6181818181818182","contains","0.6","MEDIUM"
"Equine PeptideAtlas","Equine Peptide Atlas","peptideatlas","","7","True","0.0","contains","0.6","MEDIUM"
"French_semantic","French Semantic Similarity Database","fr","","13","True","0.0","contains","0.6","MEDIUM"
"SaccharomycesSensuStricto","Saccharomyces sensu stricto Genome Database","tric","","21","True","0.0","contains","0.6","MEDIUM"
"BetaLactamaseDB","Beta-Lactamase Database","sedb","comprehensive human super-enhancer database","11","True","0.5151515151515151","contains","0.6","MEDIUM"
"Monarch","Monarch Initiative","monarchbase","","4","True","0.0","contains","0.6","MEDIUM"
"MNHN_herbarium","French National Museum of Natural History Herbarium","herb","","10","True","0.0","contains","0.6","MEDIUM"
"Meloidogyne_proteome","Meloidogyne incognita Proteome Database","idog","","16","True","0.0","contains","0.6","MEDIUM"
"Tammar_map","Tammar Wallaby Genome Map","map","microrna analysis portal","7","True","0.6122448979591837","contains","0.6","MEDIUM"
"KNApSAcK_biomarker","KNApSAcK Biomarker Database","naps","nencki affective picture system","14","True","0.5172413793103449","contains","0.6","MEDIUM"
"Bradyrhizobium_MLSA","Bradyrhizobium MLSA Database","brad","brassica database","15","True","0.6666666666666666","contains","0.6","MEDIUM"
"Platinum","Platinum Dataset","tin","","5","True","0.0","contains","0.6","MEDIUM"
"Dendrobium_map","Dendrobium officinale Transcriptome Map","map","microrna analysis portal","11","True","0.6349206349206349","contains","0.6","MEDIUM"
"SNENGS","Suprachiasmatic Nucleus Expression in the Nervous and Glandular System","ngs","next generation sequencing catalog","3","True","0.5961538461538461","contains","0.6","MEDIUM"
"Alkamid DB","Alkylamide database","alkamid","","3","True","0.0","contains","0.6","MEDIUM"
"Nabelek","Nábělek Herbarium Database","nabe","","3","True","0.0","contains","0.6","MEDIUM"
"MaizeSNPDB","Maize SNP Database","pdb","data bank","7","True","0.5925925925925926","contains","0.6","MEDIUM"
"AODN_phytoplankton","Australian Ocean Data Network Phytoplankton Database","aod","antioxidant database","15","True","0.5","contains","0.6","MEDIUM"
"WheatD_SNP","Wheat D Genome SNP Database","atd","autophagy to disease","7","True","0.6808510638297872","contains","0.6","MEDIUM"
"ORIO","Online Resource for Integrative Omics","lepchoriondb","","8","True","0.0","contains","0.6","MEDIUM"
"SWATH-MS Atlas","SWATH-MS Assay Repository","atlas","altered tcr ligand affinities and structures","9","True","0.4057971014492754","contains","0.6","MEDIUM"
"RiceVarMap","Rice Variant Map","ice","chemical environment","7","True","0.6111111111111112","contains","0.6","MEDIUM"
"RepeatsDB-lite","Repeats Database lite","repeatsdb","","5","True","0.0","contains","0.6","MEDIUM"
"BrainKnowledge","Brain Knowledge base","rain","rna-protein association and interaction networks","10","True","0.47058823529411764","contains","0.6","MEDIUM"
"LNEN_map","Lung Neuroendocrine Neoplasm Map","map","microrna analysis portal","5","True","0.6071428571428571","contains","0.6","MEDIUM"
"EpiDBase","Epigenetic Drug Base","pid","plant intron database","5","True","0.5853658536585366","contains","0.6","MEDIUM"
"IRD-PT","Inherited Retinal Dystrophies Portugal","ird","influenza research database","3","True","0.6153846153846154","contains","0.6","MEDIUM"
"Photochemistry_DB","UV/Vis Photochemistry Database","mist","","13","True","0.0","contains","0.6","MEDIUM"
"PubChem promiscuity","PubChem promiscuity database","pubchem","","12","True","0.0","contains","0.6","MEDIUM"
"Crohn's eQTL","Crohn's disease expression QTL database","eqtl","","8","True","0.0","contains","0.6","MEDIUM"
"Cereal_AltSplice","Cereal Alternative Splicing Database","ice","chemical environment","13","True","0.5357142857142857","contains","0.6","MEDIUM"
"CB Database","Change Blindness Database","database","database","3","True","0.48484848484848486","contains","0.6","MEDIUM"
"GWAS-MAP","Genome-Wide Association Studies Meta-Analysis Platform","map","microrna analysis portal","5","True","0.5641025641025641","contains","0.6","MEDIUM"
"Coiled Coils Atlas","Atlas of Coiled Coils","atlas","altered tcr ligand affinities and structures","13","True","0.5230769230769231","contains","0.6","MEDIUM"
"RedLine","Rhodophytic Plastid Database","red","rice expression database","4","True","0.6538461538461539","contains","0.6","MEDIUM"
"RKN Lethal DB","Root Knot Nematode Lethal Database","rkn","","10","True","0.0","contains","0.6","MEDIUM"
"DNA polymerases database","DNA Polymerases Database","database","database","16","True","0.5","contains","0.6","MEDIUM"
"miRAtlas","MicroRNA Atlas","atlas","altered tcr ligand affinities and structures","3","True","0.41379310344827586","contains","0.6","MEDIUM"
"Ion mobility collision cross-section atlas","Ion Mobility Metabolite Atlas","atlas","altered tcr ligand affinities and structures","37","True","0.547945205479452","contains","0.6","MEDIUM"
"OWB Map","Oregon Wolfe Barley Map","map","microrna analysis portal","4","True","0.5957446808510638","contains","0.6","MEDIUM"
"Phytoremediation Database","Phytoremediation Database","database","database","17","True","0.48484848484848486","contains","0.6","MEDIUM"
"NMR metabolomics database","Unified NMR Metabolomics Database","database","database","17","True","0.3902439024390244","contains","0.6","MEDIUM"
"Urine protein biomarker database","Urine Protein Biomarker Database","database","database","24","True","0.4","contains","0.6","MEDIUM"
