"pmid","title","has_url","is_false_positive","confidence","reason","consol_agent_agree","consol_is_fp","consol_reason"
"25432889","AlzBase: an Integrative Database for Gene Dysregulation in Alzheimer's Disease.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"23668932","The zebrafish CreZoo: an easy-to-handle database for novel CreER(T2)-driver lines.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"23459781","The FoodCast research image database (FRIDa).","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"31665499","ReMap 2020: a database of regulatory regions from an integrative analysis of Human and Arabidopsis DNA-binding sequencing experiments.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"23060735, 23109552, 23630246, 31691833","MetaboLights: towards a new COSMOS of metabolomics data management.","True","N","medium","Describes data management resource with URL","Y","",""
"30371822","MatrixDB: integration of new data with a focus on glycosaminoglycan interactions.","True","N","high","Database indicated by name pattern ending in 'DB' and has URL","Y","",""
"21410407","GRIPDB - G protein coupled Receptor Interaction Partners DataBase.","True","N","high","Title explicitly contains 'DataBase' keyword","Y","",""
"23764453","BDgene: a genetic database for bipolar disorder and its overlap with schizophrenia and major depressive disorder.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"33729437","Tumor IsomiR Encyclopedia (TIE): a pan-cancer database of miRNA isoforms.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"27907895","mutLBSgeneDB: mutated ligand binding site gene DataBase.","True","N","high","Title explicitly contains 'DataBase' keyword","Y","",""
"31702846","ConSurf-DB: An accessible repository for the evolutionary conservation patterns of the majority of PDB proteins.","True","N","high","Title explicitly contains 'repository' keyword","Y","",""
"24771658","RegPhos 2.0: an updated resource to explore protein kinase-substrate phosphorylation networks in mammals.","True","N","high","Title contains 'resource' indicating data collection","Y","",""
"22053087","MimoDB 2.0: a mimotope database and beyond.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"21906294, 25378341","diArk 2.0 provides detailed analyses of the ever increasing eukaryotic genome sequencing data.","True","N","medium","Provides access to genome sequencing data with URL","Y","",""
"24271398","NeXO Web: the NeXO ontology database and visualization platform.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"27616775","PGD: a pangolin genome hub for the research community.","True","N","high","Title indicates genome hub (data resource) with URL","Y","",""
"21980353","pubmed2ensembl: a resource for mining the biological literature on genes.","False","Y","high","Describes mining tool and lacks URL indicating no hosted data","Y","",""
"24214955","TFBSshape: a motif database for DNA shape features of transcription factor binding sites.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"29031638","dbGAPs: A comprehensive database of genes and genetic markers associated with psoriasis and its subtypes.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"25905099","Metabolonote: a wiki-based database for managing hierarchical metadata of metabolome analyses.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"28212602","HAPPI-2: a Comprehensive and High-quality Map of Human Annotated and Predicted Protein Interactions.","True","N","medium","Map of protein interactions suggests data resource with URL","Y","",""
"23200141","miRT: a database of validated transcription start sites of human microRNAs.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"24608173","NCG 4.0: the network of cancer genes in the era of massive mutational screenings of cancer genomes.","True","N","medium","Network of genes suggests curated data resource with URL","Y","",""
"34839012","ASER: Animal Sex Reversal Database.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"27634949","Verdant: automated annotation, alignment and phylogenetic analysis of whole chloroplast genomes.","True","Y","medium","Title emphasizes automated analysis methods though has URL","N","N","Has URL and no strong FP indicators"
"22821489","SpectraBank: an open access tool for rapid microbial identification by MALDI-TOF MS fingerprinting.","True","Y","medium","Title contains 'tool for' pattern though 'Bank' suggests data storage","Y","",""
"31728526","TerrestrialMetagenomeDB: a public repository of curated and standardized metadata for terrestrial metagenomes.","True","N","high","Title explicitly contains 'repository' keyword","Y","",""
"28387841","TimeTree: A Resource for Timelines, Timetrees, and Divergence Times.","True","N","high","Title contains 'Resource' indicating data collection","Y","",""
"25889518","miREC: a database of miRNAs involved in the development of endometrial cancer.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"25413576","Tree shrew database (TreeshrewDB): a genomic knowledge base for the Chinese tree shrew.","True","N","high","Title explicitly contains 'database' and 'knowledge base' keywords","Y","",""
"22140215","RAC: Repository of Antibiotic resistance Cassettes.","True","N","high","Title explicitly contains 'Repository' keyword","Y","",""
"29126995","FVD: The fish-associated virus database.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"23396300","pseudoMap: an innovative and comprehensive resource for identification of siRNA-mediated mechanisms in human transcribed pseudogenes.","True","N","high","Title contains 'resource' indicating data collection","N","Y","Title contains methodology pattern ('tool for', 'method for', etc.)"
"22213543","Camps 2.0: exploring the sequence and structure space of prokaryotic, eukaryotic, and viral membrane proteins.","True","N","medium","Describes exploring data space suggesting database resource","Y","",""
"29223505","Pakistan Genetic Mutation Database (PGMD); A centralized Pakistani mutome data source.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"25278960","DaVIE: Database for the Visualization and Integration of Epigenetic data.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"32472030","dbPSP 2.0, an updated database of protein phosphorylation sites in prokaryotes.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"26975833","REGene: a literature-based knowledgebase of animal regeneration that bridge tissue regeneration and cancer.","True","N","high","Title explicitly contains 'knowledgebase' keyword","Y","",""
"26088800","AmyLoad: website dedicated to amyloidogenic protein fragments.","True","N","medium","Website dedicated to protein fragments suggests data resource","Y","",""
"24214996","Negatome 2.0: a database of non-interacting proteins derived by literature mining, manual annotation and protein structure analysis.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"34362451","MPDB 2.0: a large scale and integrated medicinal plant database of Bangladesh.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"28160322","ATLAS: A database linking binding affinities with structures for wild-type and mutant TCR-pMHC complexes.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"23340253","Research resource: the Endometrium Database Resource (EDR).","True","N","high","Title explicitly contains 'Database Resource' keyword","Y","",""
"21779320","COLOMBOS: access port for cross-platform bacterial expression compendia.","True","N","medium","Access port for expression data suggests database resource","Y","",""
"28090394","GExplore 1.4: An expanded web interface for queries on <i>Caenorhabditis elegans</i> protein and gene function.","True","N","medium","Web interface for queries suggests database resource","Y","",""
"31347432","ANDB: Development of a Database Based on a Global Survey of Literature on Areca Nut and Associated Health Effects.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"32810730","Chemical space and diversity of seaweed metabolite database (SWMD): A cheminformatics study.","False","Y","medium","Study of a database rather than the database itself; lacks URL","N","N","Title contains database/resource keyword indicating data collection"
