"extracted_name","extracted_long","extracted_url","baseline_name","baseline_long","baseline_url","score","signals","signal_count","edit_distance","same_domain","confidence","is_match","review_flags","conflict_resolved"
"UMCD","UCLA Multimodal Connectivity Database","http://umcd.humanconnectomeproject.org","UCLA Multimodal Connectivity Database","UCLA Multimodal Connectivity Database","http://umcd.humanconnectomeproject.org","2.55","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00, LONG_SIM_1.00","3","33","True","HIGH","Y","HIGH_ED_MATCH",""
"UCNEbase","Ultraconserved Non-coding Elements base","http://ccg.vital-it.ch/UCNEbase","UCNEbase","nan","http://ccg.vital-it.ch/UCNEbase","10.0","EXACT","1","0","True","HIGH","Y","",""
"UCSC AGB","UCSC Archaeal Genome Browser","http://archaea.ucsc.edu","UCSC Archaeal Genome Browser","UCSC Archaeal Genome Browser","http://archaea.ucsc.edu","2.05","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","3","20","True","HIGH","Y","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE",""
"UCSC Genome Browser","University of California Santa Cruz Genome Browser Database","http://genome-euro.ucsc.edu","UCSC Genome Browser","UCSC Genome Browser","http://genome.ucsc.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"UET","Universally Essential residues and Tolerated mutations","http://mammoth.bcm.tmc.edu/uet/","UET","nan","http://mammoth.bcm.tmc.edu/uet","10.0","EXACT","1","0","True","HIGH","Y","",""
"UNITE","UNITE","http://unite.ut.ee/repository.php","UNITE","nan","http://unite.ut.ee","10.0","EXACT","1","0","True","HIGH","Y","",""
"UNaProd","UNaProd","http://jafarilab.com/unaprod/","UNaProd","nan","http://jafarilab.com/unaprod","10.0","EXACT","1","0","True","HIGH","Y","",""
"UNcleProt","Universal Nuclear Protein database","http://barley.gambrinus.ueb.cas.cz/","UNcleProt","Universal Nuclear Protein database of barley","http://barley.gambrinus.ueb.cas.cz","10.0","EXACT","1","0","True","HIGH","Y","",""
"Urine protein biomarker database","Urine Protein Biomarker Database","http://122.70.220.102/biomarker","UPB","Urinary Protein Biomarker","http://122.70.220.102/biomarker","2.15","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00, LONG_SIM_0.77","3","29","True","HIGH","Y","HIGH_ED_MATCH",""
"URJC GB","URJC Germplasm Bank Dataset","http://www.gbif.es:8080/ipt/resource.do?r=germoplasma-urjc","URJC GB","nan","http://www.gbif.es:8080/ipt/resource.do?r=germoplasma-urjc","10.0","EXACT","1","0","True","HIGH","Y","",""
"UUCD","Ubiquitin and Ubiquitin-like Conjugation Database","http://uucd.biocuckoo.org","UUCD","nan","http://uucd.biocuckoo.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"UVGD","UltraViolet Gene Database","http://biokb.ncpsb.org/UVGD/","UVGD","nan","http://biokb.ncpsb.org/UVGD","10.0","EXACT","1","0","True","HIGH","Y","",""
"UbiHub","Ubiquitination Hub","https://ubihub.thesgc.org","UbiHub","nan","http://ubihub.thesgc.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"UbiNet","Ubiquitylation Network","http://awi.cuhk.edu.cn/~ubinet/index.php","UbiNet","nan","http://awi.cuhk.edu.cn","10.0","EXACT","1","0","True","HIGH","Y","",""
"UniCarb-DB","UniCarb Database","http://www.unicarb-db.org","UniCarb","nan","http://www.unicarb-db.org","2.85","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, CONTAINS_0.8, URL_SIM_1.00","4","3","True","HIGH","Y","",""
"UniCarbKB","Unicarb Knowledgebase","http://unicarbkb.org","UniCarbKB","nan","http://unicarbkb.org, http://confluence.unicarbkb.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"UniHI","Unified Human Interactome database","http://www.unihi.org","UniHI","Unified Human Interactome","http://www.unihi.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"UniLectin","Universal Lectin database","","UniLectin","nan","http://www.unilectin.eu","10.0","EXACT","1","0","True","HIGH","Y","",""
"UniLectin3D","UniLectin3D","https://www.unilectin.eu/unilectin3D","UniLectin3D","nan","http://www.unilectin.eu/unilectin3D","10.0","EXACT","1","0","True","HIGH","Y","",""
"UniPROBE","Universal Protein Binding Microarray","http://uniprobe.org","UniPROBE","Universal PBM Resource for Oligonucleotide Binding Evaluation","http://uniprobe.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"UniPathway","UniPathway","http://www.unipathway.org","UniPathway","nan","http://www.unipathway.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"UniProt","Universal Protein Knowledgebase","http://www.uniprot.org/","UniProt","nan","http://sparql.uniprot.org/, http://www.uniprot.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"VARAdb","Variation Annotation Database","http://www.licpathway.net/VARAdb/","VARAdb","comprehensive variation annotation database for human","http://www.licpathway.net/VARAdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"VDJdb","Variable Diversity Joining database","https://vdjdb.cdr3.net","VDJdb","nan","http://vdjdb.cdr3.net","10.0","EXACT","1","0","True","HIGH","Y","",""
"VESPUCCI","VESPUCCI","http://vespucci.colombos.fmach.it","VESPUCCI","Vitis Expression Studies Platform Using COLOMBOS Compendia Instances","http://vespucci.colombos.fmach.it","10.0","EXACT","1","0","True","HIGH","Y","",""
"VFDB","Virulence Factor Database","http://www.mgc.ac.cn/VFs/","VFDB","virulence factor database","http://www.mgc.ac.cn/VFs","10.0","EXACT","1","0","True","HIGH","Y","",""
"VHLdb","Von Hippel-Lindau Database","http://vhldb.bio.unipd.it/","VHLdb","nan","http://vhldb.bio.unipd.it","10.0","EXACT","1","0","True","HIGH","Y","",""
"VIETHERB","Vietnamese Herbal Database","http://vietherb.com.vn/","VIETHERB","nan","http://vietherb.com.vn","10.0","EXACT","1","0","True","HIGH","Y","",""
"VIP DB","Viral Protein Domain Database","http://vipdb.cgu.edu.tw","VIP DB","Protein domain DataBase","http://vipdb.cgu.edu.tw","10.0","EXACT","1","0","True","HIGH","Y","",""
"VIPERdb","Virus Particle Explorer Database","http://viperdb.scripps.edu","VIPERdb","Particle ExploreR data base","http://viperdb.scripps.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"VIPdb","VIPdb","https://genomeinterpretation.org/vipdb","VIPdb","genetic Variant Impact Predictor Database","http://genomeinterpretation.org/vipdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"VIRdb","Vitiligo Information Resource database","http://www.vitiligoinfores.com/","VIRdb","Vitiligo Information Resource","http://www.vitiligoinfores.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"VISDB","Viral Integration Site Database","https://bioinfo.uth.edu/VISDB","VISDB","Viral","http://bioinfo.uth.edu/VISDB","10.0","EXACT","1","0","True","HIGH","Y","",""
"VPDB","Viral Protein Database","http://www.vpdb.bicpu.edu.in","VPDB","Viral Protein Structural Database","http://www.vpdb.bicpu.edu.in","10.0","EXACT","1","0","True","HIGH","Y","",""
"VPTMdb","Viral Post-Translational Modification database","http://vptmdb.com:8787/VPTMdb/","VPTMdb","viral posttranslational modification database","http://vptmdb.com:8787/VPTMdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"VTCdb","Vitis vinifera gene Co-expression database","http://vtcdb.adelaide.edu.au/Home.aspx","VTCdb","nan","http://vtcdb.adelaide.edu.au/Home.aspx","10.0","EXACT","1","0","True","HIGH","Y","",""
"VaDE","Variation Database of human gEnomics","http://bmi-tokai.jp/VaDE/","VaDE","nan","http://bmi-tokai.jp/VaDE","10.0","EXACT","1","0","True","HIGH","Y","",""
"ValTrendsDB","Validation Trends Database","http://ncbr.muni.cz/ValTrendsDB","ValTrendsDB","nan","http://ncbr.muni.cz/ValTrendsDB","10.0","EXACT","1","0","True","HIGH","Y","",""
"ValidNESs","Validated Nuclear Export Signals","http://validness.ym.edu.tw/","ValidNESs","nan","http://validness.ym.edu.tw","10.0","EXACT","1","0","True","HIGH","Y","",""
"ValidatorDB","Validator Database","http://ncbr.muni.cz/ValidatorDB","ValidatorDB","nan","http://ncbr.muni.cz/ValidatorDB","10.0","EXACT","1","0","True","HIGH","Y","",""
"VarCards","VarCards","http://varcards.biols.ac.cn/","VarCards","nan","http://varcards.biols.ac.cn","10.0","EXACT","1","0","True","HIGH","Y","",""
"VariBench","Variation Benchmark Database","http://structure.bmc.lu.se/VariBench","VariBench","nan","http://structure.bmc.lu.se/VariBench/, http://structure.bmc.lu.se/VariBench","10.0","EXACT","1","0","True","HIGH","Y","",""
"VariCarta","Variant Catalog","http://varicarta.msl.ubc.ca","VariCarta","nan","http://varicarta.msl.ubc.ca","10.0","EXACT","1","0","True","HIGH","Y","",""
"Vaxar","Vaccine Response Database","http://www.violinet.org/vaxar/","Vaxar","nan","http://www.violinet.org/vaxar","10.0","EXACT","1","0","True","HIGH","Y","",""
"VaxiJen","Vaccine Immunogenicity Prediction","http://www.ddg-pharmfac.net/vaxijen","VaxiJen","nan","http://www.ddg-pharmfac.net/vaxi","10.0","EXACT","1","0","True","HIGH","Y","",""
"VectorBase","Vector Base","http://www.vectorbase.org","VectorBase","nan","http://www.vectorbase.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"VerSeDa","VerSeDa","http://genomics.cicbiogune.es/VerSeDa/index.php","VerSeDa","vertebrate secretome database","http://genomics.cicbiogune.es/VerSeDa/index.php","10.0","EXACT","1","0","True","HIGH","Y","",""
"Verdant","Verdant","http://verdant.iplantcollaborative.org/plastidDB/","Verdant","nan","http://verdant.iplantcollaborative.org/plastidDB","10.0","EXACT","1","0","True","HIGH","Y","",""
"Vesiclepedia","Extracellular Vesicle Encyclopedia","http://www.microvesicles.org","Vesiclepedia","nan","http://www.microvesicles.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"ViBrism DB","Visual Brain Image Search and Mining Database","http://vibrism.neuroinf.jp/","ViBrism","nan","http://vibrism.neuroinf.jp","2.85","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, CONTAINS_0.8, URL_SIM_1.00","4","3","True","HIGH","Y","",""
"ViPR","Virus Pathogen Resource","http://www.ViPRbrc.org","ViPR","Virus Pathogen Resource","http://www.viprbrc.org/brc/home.spg?decorator=flavi_hcv","10.0","EXACT","1","0","True","HIGH","Y","",""
"ViRBase","Virus-host RNA Base","http://www.rna-society.org/virbase","ViRBase","nan","http://www.rna-society.org/virbase","10.0","EXACT","1","0","True","HIGH","Y","",""
"Victors","Virulence Factors Database","http://www.phidias.us/victors","Victors","nan","http://www.phidias.us/victors","10.0","EXACT","1","0","True","HIGH","Y","",""
"VigGS","Vigna Genome Server","http://viggs.dna.affrc.go.jp","VigGS","Vigna Genome Server","http://viggs.dna.affrc.go.jp","10.0","EXACT","1","0","True","HIGH","Y","",""
"ViruSurf","Virus Surf","http://gmql.eu/virusurf/","ViruSurf","nan","http://gmql.eu/virusurf/, http://gmql.eu/virusurf_gisaid","10.0","EXACT","1","0","True","HIGH","Y","",""
"VirusCircBase","VirusCircBase","http://www.computationalbiology.cn/ViruscircBase/home.html","VirusCircBase","nan","http://www.computationalbiology.cn/ViruscircBase/home.html","10.0","EXACT","1","0","True","HIGH","Y","",""
"VirusMentha","Virus Mentha","http://virusmentha.uniroma2.it/","VirusMentha","nan","http://virusmentha.uniroma2.it","10.0","EXACT","1","0","True","HIGH","Y","",""
"Virxicon","Viral lexicon database","http://virxicon.cs.put.poznan.pl/","Virxicon","nan","http://virxicon.cs.put.poznan.pl","10.0","EXACT","1","0","True","HIGH","Y","",""
"VitiVar","Vitiligo Variants Database","http://vitivar.igib.res.in/","VitiVar","nan","http://vitivar.igib.res.in","10.0","EXACT","1","0","True","HIGH","Y","",""
"VitisCyc","Vitis Cycle","http://pathways.cgrb.oregonstate.edu","VitisCyc","nan","http://pathways.cgrb.oregonstate.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"Voronoia4RNA","Voronoi analysis for RNA","http://proteinformatics.charite.de/voronoia4rna/","Voronoia4RNA","nan","http://proteinformatics.charite.de/voronoia4rna","10.0","EXACT","1","0","True","HIGH","Y","",""
"WALTZ-DB","Amyloid-forming Peptide Structure Database","","WALTZ-DB","nan","http://waltzdb.switchlab.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"WATnet","White Adipose Tissue Network","http://bioclaims.uib.es","WATRefNet","White Adipose Tissue Health Reference Network","http://bioclaims.uib.es","2.45","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_1.00, LONG_SIM_0.77","4","3","True","HIGH","Y","",""
"WCO-Lite","harvestmen nomenclatural catalogue","https://wcolite.com/","WCO-Lite","orld Catalogue of Opiliones","http://wcolite.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"WCSdb","Wild Coffea Species database","http://publish.plantnet-project.org/project/wildcofdb_en","WCSdb","Wild Coffee Species database","http://publish.plantnet-project.org/project/wildcofdb_en","10.0","EXACT","1","0","True","HIGH","Y","",""
"WDSPdb","WD40-repeat proteins database","http://www.wdspdb.com/wdsp/","WDSPdb","nan","http://www.wdspdb.com/wdsp/, http://wu.scbb.pkusz.edu.cn/wdsp","10.0","EXACT","1","0","True","HIGH","Y","",""
"M6A2Target","m6A targets database","http://m6a2target.canceromics.org","WER target gene database","WER target gene database","http://m6a2target.canceromics.org","2.15","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00, LONG_SIM_0.73","3","18","True","HIGH","Y","HIGH_ED_MATCH",""
"WERAM","Writers Erasers and Readers of histone Acetylation and Methylation","http://weram.biocuckoo.org/","WERAM","nan","http://weram.biocuckoo.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"WGVD","Wheat Genome Variation Database","http://animal.nwsuaf.edu.cn/code/index.php/Wheat","WGVD","Wheat Genome Variation Database","http://animal.nwsuaf.edu.cn/code/index.php/Wheat","10.0","EXACT","1","0","True","HIGH","Y","",""
"WIDDE","Web-Interfaced Diversity Database Exploration","http://widde.toulouse.inra.fr","WIDDE","nan","http://widde.toulouse.inra.fr","10.0","EXACT","1","0","True","HIGH","Y","",""
"WallProtDB","Wall Protein Database","http://www.polebio.lrsv.ups-tlse.fr/WallProtDB/","WallProtDB","nan","http://www.polebio.lrsv.ups-tlse.fr/WallProtDB","10.0","EXACT","1","0","True","HIGH","Y","",""
"WaspAtlas","Wasp Atlas Database","http://waspatlas.com","WaspAtlas","nan","http://waspatlas.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"WheatExp","Wheat Expression database","http://wheat.pw.usda.gov/WheatExp/","WheatExp","nan","http://wheat.pw.usda.gov/WheatExp","10.0","EXACT","1","0","True","HIGH","Y","",""
"WheatGenome.info","Wheat Genome database","http://www.wheatgenome.info/","WheatGenome.info","nan","http://www.wheatgenome.info","10.0","EXACT","1","0","True","HIGH","Y","",""
"WholeCellKB","Whole Cell Knowledge Base","http://wholecellkb.stanford.edu","WholeCellKB","nan","http://wholecellkb.stanford.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"WikiCell","Wiki Cell","http://www.wikicell.org/","WikiCell","nan","http://www.wikicell.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"WikiPathways","WikiPathways","http://sparql.wikipathways.org","WikiPathways","nan","http://www.wikipathways.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"Wikidata","Wikidata","https://www.wikidata.org/","Wikidata","nan","http://www.wikidata.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"WoM","Web of Microbes","http://webofmicrobes.org","WoM","nan","http://webofmicrobes.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"WDDD","Worm Developmental Dynamics Database","http://so.qbic.riken.jp/wddd/","Worm Developmental Dynamics Database","Worm Developmental Dynamics Database","http://so.qbic.riken.jp/wddd","2.55","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00, LONG_SIM_1.00","3","32","True","HIGH","Y","HIGH_ED_MATCH",""
"WormBase","WormBase","https://wormbase.org/","WormBase","nan","http://wormbase.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"WormBase ParaSite","Helminth Genomics Platform","http://parasite.wormbase.org","WormBase ParaSite","nan","http://parasite.wormbase.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"WormQTL","WormQTL","http://www.wormqtl.org","WormQTL","nan","http://www.wormqtl.org, http://www.rqtl.org","10.0","EXACT","1","0","True","HIGH","Y","","True"
"XDB","Xeno-glycomics Database","http://bioinformatics.snu.ac.kr/xdb","XDB","Xeno-glycomics database","http://bioinformatics.snu.ac.kr/xdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"XTalkDB","Crosstalk Database","http://www.xtalkdb.org","XTalkDB","nan","http://www.xtalkdb.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"Xenbase","Xenopus Base","http://www.xenbase.org","Xenbase","Xenopus model organism","http://www.xenbase.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"Xylella Database","Xylella fastidiosa Comparative Genomic Database","http://www.xylella.lncc.br","Xylella","nan","http://www.xylella.lncc.br","2.55","SAME_DOMAIN_SPECIFIC, CONTAINS_0.8, URL_SIM_1.00","3","9","True","HIGH","Y","",""
"YADAMP","Yet Another Database of Antimicrobial Peptides","http://www.yadamp.unisa.it","YADAMP","antimicrobial peptide database","http://www.yadamp.unisa.it","10.0","EXACT","1","0","True","HIGH","Y","",""
"YARG","Yeast Arsenic-Related Genes","http://cosbi4.ee.ncku.edu.tw/YARG/","YARG","Yeast Arsenic-Related Genes","http://cosbi4.ee.ncku.edu.tw/YARG","10.0","EXACT","1","0","True","HIGH","Y","",""
"YCRD","Yeast Combinatorial Regulation Database","http://cosbi.ee.ncku.edu.tw/YCRD/","YCRD","Yeast Combinatorial Regulation Database","http://cosbi.ee.ncku.edu.tw/YCRD/, http://cosbi2.ee.ncku.edu.tw/YCRD","10.0","EXACT","1","0","True","HIGH","Y","",""
"YDHS","YDHS","http://www.semanticgen.net/ydhs","YDHS","nan","http://www.semanticgen.net/ydhs","10.0","EXACT","1","0","True","HIGH","Y","",""
"YEASTRACT","Yeast Search for Transcriptional Regulators And Consensus Tracking","http://YEASTRACT-PLUS.org/","YEASTRACT","nan","http://www.yeastract.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"YakDB","Yak Genome Database","http://me.lzu.edu.cn/yak","YGD","Yak Genome Database","http://me.lzu.edu.cn/yak","2.35","SAME_DOMAIN_GENERIC, EDIT_DIST_3, URL_SIM_1.00, LONG_SIM_1.00","4","3","True","HIGH","Y","GENERIC_DOMAIN",""
"Yeast interactome","Yeast interactome","http://yeast.biomedtzc.cn","YIR","yeast interactome resource","http://yeast.biomedtzc.cn","2.15","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00, LONG_SIM_0.79","3","14","True","HIGH","Y","HIGH_ED_MATCH",""
"YM500","YM500","http://ngs.ym.edu.tw/ym500/","YM500","nan","http://ngs.ym.edu.tw/ym500","10.0","EXACT","1","0","True","HIGH","Y","",""
"YMDB","Yeast Metabolome Database","http://www.ymdb.ca","YMDB","Yeast Metabolome Database","http://www.ymdb.ca","10.0","EXACT","1","0","True","HIGH","Y","",""
"YNA","Yeast Nucleosome Atlas","http://cosbi3.ee.ncku.edu.tw/yna/","YNA","Yeast Nucleosome Atlas","http://cosbi3.ee.ncku.edu.tw/yna","10.0","EXACT","1","0","True","HIGH","Y","",""
"YTRP","YTRP","http://cosbi3.ee.ncku.edu.tw/YTRP/","YTRP","Yeast Transcriptional Regulatory Pathway","http://cosbi3.ee.ncku.edu.tw/YTRP","10.0","EXACT","1","0","True","HIGH","Y","",""
"YY1TargetDB","Yin Yang 1 Target database","http://www.myogenesisdb.org/YY1TargetDB","YY1TargetDB","Target loci Database","http://www.myogenesisdb.org/YY1TargetDB","10.0","EXACT","1","0","True","HIGH","Y","",""
"YaTCM","YaTCM","http://cadd.pharmacy.nankai.edu.cn/yatcm/home","YaTCM","nan","http://cadd.pharmacy.nankai.edu.cn/yatcm/home","10.0","EXACT","1","0","True","HIGH","Y","",""
"YeTFaSCo","Yeast Transcription Factor Sequence Collection","http://yetfasco.ccbr.utoronto.ca/","YeTFaSCo","The Yeast Transcription Factor Specificity Compendium","http://yetfasco.ccbr.utoronto.ca","10.0","EXACT","1","0","True","HIGH","Y","",""
"YPIBP","Yeast Phosphoinositide-Binding Proteins","http://cosbi7.ee.ncku.edu.tw/YPIBP/","Yeast Phosphoinositide-Binding Proteins","Yeast Phosphoinositide-Binding Proteins","http://cosbi7.ee.ncku.edu.tw/YPIBP","2.05","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","3","34","True","HIGH","Y","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE",""
