name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,review_remove,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,best_name_updated,full_name_updated,confidence,notes
"POPULATED_FROM_URL,SMART_CAPITALIZED","28873092, 28934265, 33663077",Display_record.asp,0,,0,,0,3,http://www.crd.york.ac.uk/prospero/display_record.asp?src=trip&ID=CRD42016045605,200,United Kingdom,"(53.7965,-1.5478)",,2017-09-05,"Health Sciences Integrated PhD Program, Center for Healthcare Studies, Institute of Public Health and Medicine, Feinberg School of Medicine, Northwestern University, Chicago, United States of America.; Department of Interventional Radiology, Patras University Hospital, School of Medicine, Rion, Greece.; Nutrition Postgraduate Program, Center for Health Sciences.","Achenbach CJ, Evans CT, Hou L, Jordan N, Karnabatidis D, Katsanos K, Kitrou P, Maciel BLL, Maroulis I, McHugh M, Murphy RL, Musa J, Nascimento SSDC, O'Dwyer LC, Passos TS, Petsas T, Piuvezam G, Simon MA, Spiliopoulos S, de Araújo Morais AH, de França Nunes AC, de Medeiros AF, de Queiroz JLC","001, 1 U54 CA221205-01, 426116/2018-6, D43 TW009575, D43TW009575, U54 CA221205","FIC NIH HHS, Fogarty International Center (US), NCI NIH HHS, National Cancer Institute, capes, cnpq",217,"Andorra, Greece, United States",,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Display_record.asp,Display_record.asp,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM","26132000, 28578176, 33905618",COVID-19,0,,0,,0,3,https://www.phenxtoolkit.org/,200,United States,"(39.0437,-77.4875)",,2015-07-01,"RTI International, Research Triangle Park, North Carolina.; Department of Obstetrics and Gynecology, Division of Maternal-Fetal Medicine, Mt Sinai Hospital, Lunenfeld-Tanenbaum Research Institute, University of Toronto, ON, Canada. Electronic address: amalinowski@mtsinai.on.ca.; RTI International, Research Triangle Park, North Carolina.","Ananth CV, Catalano P, Dolan SM, Gridley LN, Haines J, Hamilton CM, Harlan WR, Hendershot T, Hendershot TP, Hines EP, Kilpatrick LA, Kirby RS, Klebanoff MA, Krzyzanowski MC, Maiese DR, Malinowski AK, Marazita ML, McCarty CA, Mulvihill JJ, Pan H, Phillips MJ, Ramos EM, Simhan H, Terry I, West P, Williams D, Wright RJ","3U01HG004597-02S1, 3U41HG007050-01S2, 3U41HG007050-02S3, 3U41HG007050-02S4, EPA999999, U01 HG004597, U01HG004597, U41 HG007050, U41HG007050, U41HG007050-02S2","Intramural EPA, Lung, NCI NIH HHS, NHGRI NIH HHS, NHLBI NIH HHS, NIDA NIH HHS, NIH HHS, NIMHD NIH HHS, National Cancer Institute, National Heart, National Human Genome Research Institute, National Institute on Drug Abuse, National Institute on Minority Health and Health Disparities, National Institutes of Health, ODCDC CDC HHS, Office of Behavioral and Social Sciences Research, Office of the Director, and Blood Institute",52,"Andorra, Canada",,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,COVID-19,COVID-19,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED","26540668, 31568974",Breast-cancer-database,0,,0,,0,2,http://web.inf.ufpr.br/vri/breast-cancer-database,200,Brazil,"(-25.4278,-49.2731)",,2015-10-30,"Department of Informatics, Federal University of Parana, Curitiba, PR, Brazil. Electronic address: gustavomatsushita@ufpr.br.","Costa YMG, Da Cunha C, Gomez-A A, Heutte L, Matsushita GHG, Oliveira LS, Petitjean C, Spanhol FA, Sugi AH","#263/2014, #301653/2011-9","Conselho Nacional de Desenvolvimento Científico e Tecnológico, Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, Coordination for the Improvement of Higher Level Personnel, National Council for Scientific and Technological Development, Pró-Reitoria de Pesquisa e Pós-Graduação, Universidade Federal do Pará, University of North Carolina",341,Brazil,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Breast-cancer-database,Breast-cancer-database,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED",34013329,Connectivity_scores,0,,0,,0,1,https://jravilab.github.io/connectivity_scores,200,United States,"(37.7621,-122.3971)",,2021-11-01,"Computational Mathematics, and Computational Math, Science & Engineering at Michigan State University, East Lansing, MI, USA.","Krishnan A, Ravi J, Samart K, Tuyishime P",R35 GM128765,"NIGMS NIH HHS, US National Institutes of Health",27,"Andorra, United States",,review,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Connectivity_scores,Connectivity_scores,HIGH,No expansion in title
"POPULATED_FROM_URL,CAPITALIZED",21791094,MLST,0,,0,,0,1,http://www.mlst.net,200,United States,"(37.7621,-122.3971)",,2011-07-26,"Department of Mathematics and statistics, P,O,Box 68, University of Helsinki, 00014, Finland.","Aanensen DM, Cheng L, Connor TR, Corander J, Spratt BG",89472,Wellcome Trust,13,"Andorra, Finland",,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,MLST,MLST,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED",24085772,Ctndatashare,0,,0,,0,1,http://www.ctndatashare.org,200,United States,"(45.8399,-119.7006)",,2013-10-01,"aNIDA CTN Clinical Coordinating Center, The EMMES Corporation, Rockville, MD, USA.","Allen C, Frasketi M, Hu L, Shmueli-Blumberg D, Vanveldhuisen P, Wu LT","HHSN271200522071C, HHSN271200900034C, HSN271200522071C, R01 DA019623, R01DA019623, R33 DA027503, R33DA027503","NIDA NIH HHS, PHS HHS",6,United States,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Ctndatashare,Ctndatashare,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED",28149703,Aquariumtradedata,0,,0,,0,1,https://www.aquariumtradedata.org/,200,United States,"(41.6771,-71.2662)",,2017-01-26,"Biology and Marine Biology, Roger Williams University, Bristol, RI, United States; Anderson Cabot Center for Ocean Life, New England Aquarium, Boston, MA, United States.","Holmberg RJ, Rhyne AL, Szczebak JT, Tlusty MF",,"National Fish and Wildlife Foundation, National Oceanic and Atmospheric Administration (NOAA) Coral Reef Conservation Program",32,"Andorra, United States",,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Aquariumtradedata,Aquariumtradedata,HIGH,No expansion in title
POPULATED_FROM_URL,27199454,Databases,0,,0,,0,1,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,200,United States,"(38.9807,-77.1003)",,2016-05-13,"Epithelial Systems Biology Laboratory, Systems Biology Center, National Heart, Lung, and Blood Institute, National Institutes of Health, Bethesda, Maryland; Vitreous State Laboratory, The Catholic University of America, Washington, District of Columbia; and.","Knepper MA, Medvar B, Pisitkun T, Raghuram V, Sarkar A","HL-001285, HL-006129, Z01 HL001285","Intramural NIH HHS, NHLBI",86,Andorra,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Databases,Databases,HIGH,No expansion in title
"POPULATED_FROM_URL,TITLE_CAPITALIZED",21235794,BiologicalNetworks,0,,0,,0,1,http://www.biologicalnetworks.org,200,United States,"(37.7621,-122.3971)",,2011-01-14,"San Diego Supercomputer Center, University of California San Diego, 9500 Gilman Drive, La Jolla, CA 92093, USA.","Baitaluk M, Dubinina Y, Gupta A, Kozhenkov S, Ponomarenko J, Ray A, Sedova M","R01 GM084881, R01 GM085325, R01GM084881, R01GM085325",NIGMS NIH HHS,16,United States,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,BiologicalNetworks,BiologicalNetworks,HIGH,No expansion in title
POPULATED_FROM_URL,34408729,HPTT,0,,0,,0,1,https://db.cngb.org/HPTT/,200,Germany,"(50.1155,8.6842)",,2021-08-02,"BGI-Shenzhen, Shenzhen, China.","Jiang X, Li W, Li Y, Tan H, Xu Z, Zhang T",,,8,China,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,HPTT,HPTT,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED",30673660,Human-embryology,0,,0,,0,1,https://human-embryology.org,200,Australia,"(-33.8678,151.2073)",,2018-01-01,"Anatomy, School of Medical Sciences, UNSW Sydney, Sydney, New South Wales, Australia, m.hill@unsw.edu.au.",Hill MA,,,4,Australia,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Human-embryology,Human-embryology,HIGH,No expansion in title
"POPULATED_FROM_URL,DISAMBIGUATED,QC_FIX_MEDIUM",21990165,BRCA,0,,0,,0,1,http://brca.iarc.fr/LOVD,200,France,"(45.7491,4.8479)",,2011-11-03,"International Agency for Research on Cancer, Lyon, France.","Babikyan D, Couch FJ, Francy TC, Gammon A, Goldgar DE, Judkins MK, Lesueur F, Tavtigian SV, Vallée MP","CA116167, CRN-87521-IC089832, R01 CA116167","CIHR, NCI NIH HHS",57,France,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,BRCA,BRCA,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",31329239,CALIBER,0,,0,,0,1,https://www.caliberresearch.org/portal,200,United Kingdom,"(51.5085,-0.1257)",,2019-12-01,"Institute of Health Informatics, University College London, London,United Kingdom.","Banerjee A, Denaxas S, Direk K, Dobson RJB, Fatemifar G, Fitzpatrick NK, Gonzalez-Izquierdo A, Hemingway H, Hingorani AD, Howe LJ, Kuan V, Lumbers RT, Pasea L, Patel RS, Shah AD, Sudlow C","086091/Z/08/Z, 110284/Z/15/Z, 1135013, 1940103, CL-2011-11-003, ES/L007517/1, FS/14/76/30933, HDR-2006, HDR-2007, HDR-5012, HDR-9001, HDR-9002, HDR-9003, HDR-9004, HDR-9006, M202-F2, MR/K006584/1, MR/L023784/1, MR/L023784/2, MR/S003754/1, NF-SI-0515-10091, RP-PG-0407-10314, TU/ASG/R-SPEH-105","Alan Turing Institute, British Heart Foundation, Economic and Social Research Council, European Union&apos;s Horizon, Medical Research Council, National Institute for Health Research (NIHR), Rosetrees, Wellcome Trust",145,United Kingdom,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,CALIBER,CALIBER,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED",26840333,Redline72,0,,0,,0,1,http://lab6.iitp.ru/ppc/redline72/,200,Russian Federation,"(55.7520,37.6178)",,2016-01-29,"Institute for Information Transmission Problems of the Russian Academy of Sciences (Kharkevich Institute), Bolshoy Karetny per. 19, Build. 1, Moscow 127051, Russia. zverkov@iitp.ru.","Lyubetsky VA, Seliverstov AV, Zverkov OA",14-50-00150,Russian Science Foundation,2,Peru,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Redline72,Redline72,HIGH,No expansion in title
"POPULATED_FROM_URL,DISAMBIGUATED,SMART_CAPITALIZED,QC_FIX_MEDIUM",32838343,COVID-19,0,,0,,0,1,https://amp.pharm.mssm.edu/covid19/,200,United States,"(39.0437,-77.4875)",,2020-07-25,"Department of Pharmacological Sciences, Mount Sinai Center for Bioinformatics, Big Data to Knowledge, Library of Integrated Network-based Cellular Signatures, Data Coordination and Integration Center (BD2K-LINCS DCIC), Knowledge Management Center for Illuminating the Druggable Genome (KMC-IDG), Icahn School of Medicine at Mount Sinai, One Gustave L. Levy Place, Box 1603, New York, NY 10029, USA.","Bailey A, Bartal A, Cheng M, Clarke DJB, Evangelista JE, Ferguson LB, Hom J, Jagodnik KM, Kropiwnicki E, Kuleshov MV, Lachmann A, Ma'ayan A, Stein DJ, Zhou A","F32 AA028148, F32AA028148, T32 HL007824, U24 AA025479, U24 CA224260, U24AA025479, U24CA224260, U54 HL127624, U54HL127624","NCI NIH HHS, NHLBI NIH HHS, NIAAA NIH HHS, NIH",66,"Andorra, United States",,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,COVID-19,COVID-19,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED",28318512,Childrensheartsurgery,0,,0,,0,1,http://childrensheartsurgery.info/,200,Germany,"(50.1155,8.6842)",,2017-03-15,"Clinical Operational Research Unit, University College London, London, United Kingdom. Electronic address: c.pagel@ucl.ac.uk.","Blackshaw E, Jesper E, Pagel C, Pearson M, Rakow T, Spiegelhalter D, Thomas J",,,5,United Kingdom,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Childrensheartsurgery,Childrensheartsurgery,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED",31792536,Mtguide,0,,0,,0,1,https://www.ccb.uni-saarland.de/mtguide,200,Germany,"(49.2770,7.1167)",,2020-12-01,"Chair for Clinical Bioinformatics, Saarland University, Saarbrücken, 66123, Germany and Department of Human Genetics, Saarland University, Homburg, 66424, Germany.","Backes C, Fehlmann T, Hart M, Hirsch P, Keller A, Kern F, Meese E",14446,Michael J. Fox Foundation for Parkinson’s Research,35,"Andorra, Germany",,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Mtguide,Mtguide,HIGH,No expansion in title
"POPULATED_FROM_URL,CAPITALIZED,DISAMBIGUATED,QC_FIX_MEDIUM",21929785,PRO,0,,0,,0,1,http://pir.georgetown.edu/pro/,200,United States,"(39.6837,-75.7497)",,2011-09-19,"The Jackson Laboratory, Bar Harbor, ME 04609, USA. carol.bult@jax.org","Arighi C, Blake JA, Bult CJ, D'Eustachio P, Drabkin HJ, Evsikov A, Natale D, Roberts N, Ruttenberg A, Smith B, Wu C","HG003622, P41 HG003751, R01 GM080646, R01GM080646, R01GM080646-03S1, R01GM080646-04S2, U41 HG003751, U54 HG004028","NHGRI NIH HHS, NIGMS NIH HHS",12,United States,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,PRO,Protein Ontology,HIGH,Expansion found: Protein Ontology (PRO)
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",26616131,HIV,0,,0,,0,1,https://hubzero.org,200,United States,"(40.4259,-86.9081)",,2015-01-01,"a Rosen Center for Advanced Computing, Purdue University , West Lafayette , IN , USA.","Amisah KA, Antwi S, Catlin AC, Cong X, Fernando S, Gamage R, Kyriakides T, Paintsil E, Renner L, Reynolds NR, Tettey JK","R01 HD074253, R01HD07425, R01HD074253","NICHD NIH HHS, National Institutes of Health",4,United States,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,HIV,HIV,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",33858848,HLA,0,,0,,0,1,https://hla-ligand-atlas.org,200,Germany,"(48.5227,9.0522)",,2021-04-01,"Department of Immunology, Interfaculty Institute for Cell Biology, University of Tübingen, Tübingen, Germany ana@hla-ligand-atlas.org.","Backert L, Bichmann L, Engler T, Erhard F, Freudenmann LK, Hauri-Hohl M, Kapolou K, Kohlbacher O, Kowalewski DJ, Kuchenbecker L, Löffler MW, Lübke M, Marcu A, Martin R, Matovina S, Moch H, Mühlenbruch L, Neidert MC, Rammensee HG, Regli L, Schlosser A, Silginer M, Stevanović S, Szolek A, Velz J, Wagner P, Walz JS, Wang J, Weller M","339842, AdG 339842 MUTAEDITING, de.NBI - FKZ: 31A535A","Boehringer Ingelheim Fonds for Basic Research in Medicine, Bosch Research Foundation, Deutsche Forschungsgemeinschaft, European Research Council, German Ministry for Research and Education",164,Germany,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,HLA,HLA,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED",29992321,Verjolab,0,,0,,0,1,http://verjolab.usp.br,200,Brazil,"(-23.5475,-46.6361)",,2018-01-01,"Laboratório de Expressão Gênica em Eucariotos, Instituto Butantan, 05503-900 São Paulo, SP, Brazil.","Amaral MS, Lavezzo GM, Mesel VC, Pereira ASA, Pires DS, Vasconcelos EJR, Verjovski-Almeida S, daSilva LF","2014/24560-8, 602080","European Union&apos;s Seventh Framework Programme, Fundação de Amparo à Pesquisa do Estado de São Paulo",9,Brazil,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Verjolab,Verjolab,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",33564397,COVID-19,0,,0,,0,1,https://covid-19-diagnostics.jrc.ec.europa.eu/,200,Italy,"(45.4643,9.1895)",,2020-11-03,"European Commission, Joint Research Centre (JRC), Ispra, Italy.","Angers-Loustau A, Ben E, Bogni A, Brunetto A, Fabbri M, Garlant L, Lievens A, Munoz A, Paracchini V, Petrillo M, Pietretti D, Puertas-Gallardo A, Querci M, Raffael B, Sarno E, Siska IR, Tkachenko O, Tregoat V, Van den Eede G, Zaro F",,Joint Research Centre,3,Italy,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,COVID-19,COVID-19,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",33630831,DNA-,0,,0,,0,1,https://mrcppu-covid.bio/,200,United Kingdom,"(52.9228,-1.4766)",,2021-02-25,"MRC-University of Glasgow Centre for Virus Research (CVR), Glasgow, United Kingdom.","Alessi DR, Alexander AJT, Baillie C, Bakshi S, Brennan B, Brown F, Brunker K, Bryden SR, Burness KA, Cameron-Ruiz N, Carmichael S, Cole SJ, Cowton VM, Davies P, Davis C, De Lorenzo G, Donald CL, Dorward M, Dunlop JI, Elliott M, Fares M, Freitas JR, Furnon W, Gestuveo RJ, Geyer A, Giesel D, Goldfarb DM, Goodman N, Gunson R, Hastie CJ, Herder V, Hughes J, Johnson C, Johnson N, Kerr K, Kohl A, Leech H, Lello LS, Li K, Lieber G, Lingala R, Liu X, Loney C, Mahalingam S, Mair D, McElwee MJ, McFarlane S, Merits A, Nichols J, Nomikou K, Orr A, Orton RJ, Palmarini M, Parr YA, Patel AH, Pinto RM, Raggett S, Reid E, Rihn SJ, Robertson DL, Royle J, Shepherd JG, Smollett K, Stewart DG, Stewart M, Sugrue E, Szemiel AM, Taggart A, Thomson EC, Tong L, Torrie LS, Toth R, Turnbull ML, Varjak M, Wang S, Wickenhagen A, Wilkinson SG, Wilson SJ, Wyatt PG, Zaid A, Zusinaite E, da Silva Filipe A","01K/1723G, 201366/Z/16/Z, 406109949, APP1079086, APP1106411, APP11544347, INV-016128, MC_PC_19026, MC_PC_20034, MC_UU12014/2, MC_UU_00018/1, MC_UU_12014/10, MC_UU_12014/12, MC_UU_12014/2, MC_UU_12014/8, MC_UU_12016/2, MR/ K024752/1, MR/K024752/1, MR/P022642/1, MR/T029188/1, MR/V028448/1, MR/V03541X/1","Bill and Melinda Gates Foundation, Bundesministerium für Bildung und Forschung, Deutsche Forschungsgemeinschaft, Indian Immunologicals Ltd, Medical Research Council, National Health and Medical Research Council, National Health and Medical Research Council of Australia, Wellcome Trust",172,United Kingdom,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,DNA-,DNA-,HIGH,No expansion in title
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",31959765,CMIP5,0,,0,,0,1,http://ccafs-climate.org,200,United States,"(39.0437,-77.4875)",,2020-01-20,"International Center for Tropical Agriculture (CIAT), Cali, Colombia.","Jarvis A, Navarro-Racines C, Ramirez-Villegas J, Tarapues J, Thornton P",,,61,Colombia,,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,CMIP5,CMIP5,HIGH,No expansion in title
