name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,review_remove,paper_titles,best_name_updated,full_name_updated,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,confidence,notes,grep_remove
TITLE_CAPITALIZED,39348154,of Genes Related to Repeat,0.7345372,,0.7345372,of genes related to repeat,0.7345372,1,http://omicslab.genetics.ac.cn/dred,,DRED: A Comprehensive Database of Genes Related to Repeat Expansion Diseases.,of Genes Related to Repeat,of Genes Related to Repeat,200,,,,2024-12-01,"Key Laboratory of Genetic Network Biology, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing 100101, China.","Dai M, Liu J, Liu X, Ma Y, Shi Q, Wang XJ",,,,"Andorra, China",of Genes Related to Repeat,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,35039090,ClinGen Variant Curation Interface,0.7336335,,0.7336335,clingen variant curation interface,0.7336335,1,https://curation.clinicalgenome.org,,ClinGen Variant Curation Interface: a variant classification platform for the application of evidence criteria from ACMG/AMP guidelines.,ClinGen Variant Curation Interface,ClinGen Variant Curation Interface,200,,,,2022-01-18,"Department of Pathology, Stanford University School of Medicine, 300 Pasteur Drive, MSOB x313, Stanford, CA, 94305, USA.","Babb L, Berg JS, Bustamante CD, Cheng S, Cherry JM, Cheung G, Costa HA, Dalton K, DiStefano M, Dwight SS, Goldstein JL, Harrison SM, Iacocca MA, Lee K, Luo X, Madhavrao R, Mandell ME, Mester JL, Milosavljevic A, O'Daniel JM, Patel RY, Pineda AL, Plon SE, Popejoy AB, Preston CG, Rehm HL, Riggs ER, Ritter DI, Subramanian SL, Tong H, Wand H, Wright MW, Wulf B, Zastrow DB, Zhen J","U01HG007434, U01HG007436, U24 HG006834, U24 HG009649, U24 HG009650, U41 HG006834, U41 HG009649, U41HG006834, U41HG009649, U41HG009650","NHGRI NIH HHS, NIH HHS, National Institutes of Health",60.0,United States,ClinGen Variant Curation Interface,ok,2022-2025,,,,,False,HIGH,Already descriptive name,
TITLE_CAPITALIZED,35748708,Practical Haplotype Graph,0.7326072,,0.7326072,practical haplotype graph,0.7326072,1,https://de.cyverse.org/de/,,"The Practical Haplotype Graph, a platform for storing and using pangenomes for imputation.",Practical Haplotype Graph,Practical Haplotype Graph,200,,,,2022-08-01,"United States Department of Agriculture-Agricultural Research Service, Robert W. Holley Center, Ithaca, NY 14853, USA.","Bradbury PJ, Buckler ES, Casstevens T, Jensen SE, Johnson LC, Miller ZR, Monier B, Romay MC, Song B","IOS-1238014, IOS-1822330, OPP1159867, OPP1175661","Bill and Melinda Gates Foundation, National Science Foundation Research-PGR, U. S. Department of Agriculture-Agricultural Research Service",33.0,United States,Practical Haplotype Graph,ok,2022-2025,,,,,False,HIGH,Already descriptive name,
SMART_CAPITALIZED,35701407,Neurophysiology,0.73211074,,0.73211074,neurophysiology,0.73211074,1,http://www.synapse.org/TDBRAIN,,The two decades brainclinics research archive for insights in neurophysiology (TDBRAIN) database.,TDBRAIN,TDBRAIN,200,,,,2022-06-14,"Research Institute Brainclinics, Brainclinics Foundation, Nijmegen, the Netherlands. hanneke@brainclinics.com.","Arns M, Denys D, Olbrich S, van Dijk H, van Ruth R, van Wingen G",,,37.0,"Comoros, Netherlands",Neurophysiology,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,36394265,REAT,0.7318086,reat,0.7318086,,0.7318086,1,https://bioconductor.org/packages/rGREAT/,,rGREAT: an R/bioconductor package for functional enrichment on genomic regions.,rGREAT,rGREAT,200,,,,2023-01-01,"Molecular Precision Oncology Program, National Center for Tumor Diseases (NCT), Heidelberg 69120, Germany.","Gu Z, Hübschmann D",,"Molecular Precision Oncology Program, National Center for Tumor Diseases, National Center for Tumor Diseases (NCT) Molecular Precision Oncology Program.",103.0,Germany,REAT,ok,2022-2025,,,,,False,HIGH,No expansion in title,True
TITLE_CAPITALIZED,34983060,edTator,0.7315787,,0.7315787,edtator,0.7315787,1,https://ohnlp.github.io/MedTator,,MedTator: a serverless annotation tool for corpus development.,MedTator,MedTator,200,,,,2022-03-01,"Department of Artificial Intelligence and Informatics, Mayo Clinic, Rochester, MN 55901, USA.","Fu S, He H, Liu H, Liu S, Wang L, Wen A","R01 LM011934, U01 TR002062, U01TR002062","NCATS NIH HHS, NLM NIH HHS, National Center for Advancing Translational Sciences, National Institutes of Health",8.0,"Andorra, United States",edTator,review,2022-2025,,,,,False,HIGH,No expansion in title,True
"CAPITALIZED,TITLE_CAPITALIZED",36596370,PApred,0.72532076,papred,0.72532076,,0.72532076,1,https://procarb.org/gpapred/,,GPApred: The first computational predictor for identifying proteins with LPXTG-like motif using sequence-based optimal features.,GPApred,GPApred,200,,,,2022-12-31,"Institute of Intelligence Informatics Technology, Sangmyung University, Seoul 03016, Republic of Korea.","Kim CB, Malik A, Manavalan B, Shoombuatong W","2021R1A2C1014338, 2021R1I1A1A01056363","ICT and Future Planning, Ministry of Science, National Research Foundation of Korea",9.0,,PApred,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,37526283,JGI,0.7206341,jgi,0.7206341,,0.7206341,1,https://plantgeneatlas.jgi.doe.gov,,JGI Plant Gene Atlas: an updateable transcriptome resource to improve functional gene descriptions across the plant kingdom.,JGI Plant Gene Atlas,JGI Plant Gene Atlas,200,,,,2023-09-01,"HudsonAlpha Institute for Biotechnology, Huntsville, AL, USA.","Allona I, Amirebrahimi M, Barry K, Baxter I, Brutnell TP, Carey S, Carlson J, Carrell AA, Chen JG, Conde D, Cooper EA, Daum C, Gallaher SD, Goodstein D, Grattapaglia D, Grimwood J, Haas FB, Hiss M, Hossain MS, Hu R, Huang P, Jawdy SS, Jenkins JW, Jiang H, Johnson J, Juenger TE, Kellogg EA, Kropat J, Laiben C, Lipzen A, Liu L, Lovell JT, Medlin A, Merchant SS, Mockler TC, Muchlinski A, Mullet J, Pappas MR, Perales M, Perroud PF, Phillips J, Plott C, Rensing SA, Schmutz J, Sebastian J, Shakirov EV, Shu S, Shyu C, Sreedasyam A, Stacey G, Swaminathan K, Tang Y, Tholl D, Torres-Jerez I, Tuskan GA, Udvardi M, Vogel JP, Wang M, Weers B, Weng X, Weston DJ, Yang X, Yang Y, Zane M","DE-AC02-05CH11231, DE-AC05-00OR22725, DE-FC02-02ER63421, DE-SC0008451, DE-SC0008769, DE-SC0008834, DE-SC0012629, DE-SC0018277, DE-SC0018409, DE-SC0021126, R24 GM092473","BioEnergy Science Center, Brazilian Federal District Research Foundation, Center for Bioenergy Innovation, DOE BER Early Career Research Program, DOE Office of Science, Department of Energy, Genomic Science Program, Great Lakes Bioenergy Research Center, LLC, NIGMS NIH HHS, National Institutes of Health, Office of Biological and Environmental Research, Office of Science of the U.S. Department of Energy, Samuel Roberts Noble Foundation, U.S. Department of Energy, U.S. Department of Energy Office of Science, UT-Battelle, United Soybean Board",42.0,United States,JGI,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,37356898,Operon Finder,0.7162218,,0.7162218,operon finder,0.7162218,1,https://www.iitg.ac.in/spkanaujia/operonfinder.html,,Operon Finder: A Deep Learning-based Web Server for Accurate Prediction of Prokaryotic Operons.,Operon Finder,Operon Finder,200,,,,2022-12-14,"Department of Biosciences and Bioengineering, Indian Institute of Technology Guwahati, Guwahati 781039, Assam, India.","Dasgupta P, Kanaujia SP, Tomar TS",,"India, Indian Institute of Technology Guwahati, Ministry of Education",5.0,"Andorra, India",Operon Finder,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"DISAMBIGUATED,SMART_CAPITALIZED",39959838,Catalog,0.70319784,,0.70319784,catalog,0.70319784,1,https://tianzelab.github.io/pandaspgs/,,pandasPGS: a Python package for easy retrieval of Polygenic Score Catalog data.,Catalog,Catalog,200,,,,2025-02-12,"School of Mathematics, Hangzhou Normal University, Hangzhou, Zhejiang, China.","Cao T, Huang C, Huang Y, Xia Y, Zhang Z, Zhou J",,,,China,Catalog (tianzelab),review,2022-2025,NO,YES,HIGH,HAS_BRACKETS,False,HIGH,No expansion in title,True
"SHORT_NAME_REPLACED,SMART_CAPITALIZED",40102678,Metavision3d,0.70252156,a,0.70252156,,0.70252156,1,https://metavision3d.rc.ufl.edu,,AI-driven framework to map the brain metabolome in three dimensions.,Metavision3d,Metavision3d,200,,,,2025-03-18,"Department of Biochemistry and Molecular Biology, College of Medicine, University of Florida, Gainesville, FL, USA.","Burke SN, Chen L, Clarke HA, Dande PK, Gentry MS, Golamari HKR, Hawkinson TR, Ma X, Medina T, Merritt ME, Ribas RA, Shedlock CJ, Sun RC, Vander Kooi CW, Wu L, Yadav NN, Ziani BE","R01 AG066653, R01 AG078702, R01 CA266004, R01 CA288696, R01 NS127280, R35 GM142701, R35 NS116824, RM1 NS133593, T32 HL134621","NCI NIH HHS, NHLBI NIH HHS, NIA NIH HHS, NIGMS NIH HHS, NINDS NIH HHS",1.0,"Andorra, United States",Metavision3d,ok,2022-2025,,,,,False,HIGH,No expansion in title,
SMART_CAPITALIZED,37930837,Metabolic Roadmap,0.69299257,,0.69299257,metabolic roadmap,0.69299257,1,http://idrblab.org/intede/,,INTEDE 2.0: the metabolic roadmap of drugs.,Metabolic Roadmap,Metabolic Roadmap,200,,,,2024-01-01,"School of Pharmacy, Hebei Medical University, Shijiazhuang 050017, China.","Chai X, Jia Q, Li F, Li X, Liu X, Niu T, Yang H, Yin J, Zeng S, Zhang Y, Zhu F","181201*194232101, 2018QNA7023, 2020C03010, 2022YFC3400501, 21372601D, 22220102001, 81872798, 82373790, H2021206352, H2021206448, LR21H300001, U1909208","Alibaba-Zhejiang University Joint Research Center of Future Digital Healthcare, Fundamental Research Funds for Central Universities, Hebei Provincial Department of Science and Technology, Information Technology Center of Zhejiang University, Key R&D Program of Zhejiang Province, Key R&amp;D Program of Zhejiang Province, Leading Talent of the 'Ten Thousand Plan' National High-Level Talents Special Support Plan of China, Leading Talent of the ‘Ten Thousand Plan’ National High-Level Talents Special Support Plan of China, National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundation of China, Natural Science Foundation of Hebei Province, Natural Science Foundation of Zhejiang Province, The Double Top-Class Universities, Westlake Laboratory (Westlake Laboratory of Life Science & Biomedicine); Alibaba Cloud, Westlake Laboratory (Westlake Laboratory of Life Science &amp; Biomedicine); Alibaba Cloud",11.0,China,Metabolic Roadmap,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39401061,VirusSeq,0.6880766,,0.6880766,virusseq,0.6880766,1,https://virusseq-dataportal.ca/,,The Canadian VirusSeq Data Portal and Duotang: open resources for SARS-CoV-2 viral sequences and genomic epidemiology.,Canadian VirusSeq Data Portal and Duotang,Canadian VirusSeq Data Portal and Duotang,200,,,,2024-10-01,"Department of Molecular Biology and Biochemistry, Simon Fraser University, Burnaby, BC, Canada.","Alturmessov Y, Andric D, Anwar MZ, Bajari R, Baker J, Bell C, Bourque G, Brinkman FSL, Bujold D, Cain S, CanCOGeN Consortium, Chan B, Colijn C, Courtot M, Cphln Consortium, Croxen MA, Cullion K, Duggan AT, Eubank J, Fang K, Feher H, Fiume M, Fritz JH, Gill EE, Gordon PMK, Griffiths EJ, Gálvez JH, Hobb A, Hsiao WWL, Hussin JG, Jia B, John NS, Jolly GW, Joly Y, Joy JB, Kachru A, Knox NC, Kraemer SA, Lepsa A, Lopez-Correa C, Moreira S, Mubareka S, Murall CL, N'Guessan A, Olabode AS, Otto SP, Poon AFY, Poujol R, Prystajecky N, Quirion PO, Ragoussis J, Rich S, Richardsson J, Rivera L, Shapiro BJ, Shiell M, Simpson JT, Snutch TP, Stein L, Su E, Sutcliffe SG, Tyler AD, Uddin J, Van Domselaar G, VirusSeq Data Portal Academic And Health Network, Ward HKE, Xiang L, Yoshida C, Yung CK","#174924, #286GET, #ARR-175622, #CVD19-030, #E09CMA, #OGI-136, #OGI-201, #U24CA253529, ACRRP-5, N/A, U24 CA253529","CIHR, Digital Research Alliance of Canada, Fonds de Recherche du Québec - Santé, Genome Alberta, Genome Canada, IVADO COVID19 Rapid Response, Innovation, Michael Smith Health Research BC, NCI NIH HHS, Ontario Genomics, Public Health Agency of Canada, Science and Economic Development Canada, Simon Fraser University, US National Institutes of Health",3.0,"Andorra, Canada",VirusSeq,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39520544,indCompare,0.68690896,,0.68690896,indcompare,0.68690896,1,https://pypi.org/project/bindcompare/,,BindCompare: a novel integrated protein-nucleic acid binding analysis platform.,BindCompare,BindCompare,200,,,,2024-11-01,"Molecular Biology, Cell Biology, & Biochemistry Department, Brown University, Providence, RI, 02912, United States.","Larschan E, Mahableshwarkar P, Ray M, Shum J","R01 DA058947, R35 GM126994, R35 GM153389","NIDA NIH HHS, NIGMS NIH HHS, NIH, NIH HHS",,United States,indCompare,ok,2022-2025,,,,,False,HIGH,No expansion in title,True
SMART_CAPITALIZED,35839778,Ancer Proteomic Map,0.6859143,,0.6859143,ancer proteomic map,0.6859143,1,https://cellmodelpassports.sanger.ac.uk,,Pan-cancer proteomic map of 949 human cell lines.,Cell Model Passports,Cell Model Passports,200,,,,2022-07-14,"Wellcome Sanger Institute, Wellcome Genome Campus, Cambridge CB10 1SA, UK; Instituto Superior Técnico (IST), Universidade de Lisboa, 1049-001 Lisboa, Portugal; INESC-ID, 1000-029 Lisboa, Portugal.","Barthorpe S, Beck A, Bucio-Noble D, Cai Z, Dausmann M, Garnett MJ, Gonçalves E, Hains PG, Hall C, Hecker M, Koh J, Lightfoot H, Lucas N, MacKenzie KL, Mahboob S, Mali I, Manda SS, Morris J, Poulos RC, Reddel RR, Richardson L, Robinson PJ, Seneviratne AJ, Shepherd R, Sykes E, Thomas F, Tully B, Valentini S, Williams SG, Wu Y, Xavier D, Zhong Q",206194,Wellcome Trust,138.0,"Portugal, United Kingdom",Ancer Proteomic Map,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,37131131,CompArative GEne Cluster Analysis Toolbox,0.6777363,,0.6777363,comparative gene cluster analysis toolbox,0.6777363,1,https://cagecat.bioinformatics.nl,,CAGECAT: The CompArative GEne Cluster Analysis Toolbox for rapid search and visualisation of homologous gene clusters.,CompArative GEne Cluster Analysis Toolbox,CompArative GEne Cluster Analysis Toolbox,200,,,,2023-05-03,"Bioinformatics Group, Wageningen University and Research, 6708PB, Wageningen, The Netherlands.","Alanjary M, Booth TJ, Chooi YH, Gilchrist C, Medema MH, van den Belt M","2019R1A6A1A10073437, 2021R1C1C1012065, 948770, 948770-DECIPHER, FT160100233, VI.Veni.202.130","Australian Research Council, Dutch Research Council (NWO), European Research Council, National Research Foundation of Korea",92.0,"Andorra, Netherlands",CompArative GEne Cluster Analysis Toolbox,ok,2022-2025,,,,,False,HIGH,Expansion explicit - CAGECAT maps to CompArative GEne Cluster Analysis Toolbox,
TITLE_CAPITALIZED,40133783,Phyre2,0.6689121,phyre2,0.6689121,,0.6689121,1,https://www.sbg.bio.ic.ac.uk/phyre2/,,Phyre2.2: A Community Resource for Template-based Protein Structure Prediction.,Phyre2,Phyre2,200,,,,2025-01-23,"Department of Life Sciences, Imperial College London, London SW7 2AZ UK.","David A, Islam SA, Powell HR, Sternberg MJE","104955, 218242, 218242/Z/19/z, BB/T010487/1, BB/V018558/1, WT104955MA","Biotechnology and Biological Sciences Research Council, Wellcome Trust",23.0,United Kingdom,Phyre2,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38385146,Directory of,0.6628398,,0.6628398,directory of,0.6628398,1,https://aw.iimas.unam.mx/cdbprom/,,CDBProm: the Comprehensive Directory of Bacterial Promoters.,CDBProm,CDBProm,200,,,,2024-02-21,"Microbiology and Immunology, Dalhousie University, Halifax, Nova Scotia B3H 4H7, Canada.","Casa PL, Dutt M, Kelvin DJ, Kumar A, Ledesma-Dominguez L, Martinez GS, Maya CR, Perez-Rueda E, de Avila E Silva S","2023-2565, 320012, CIHR MZ1 187236, IN-220523","Canadian Institutes of Health Research, Ciencias y Tecnologías, Consejo Nacional de Humanidades, Dalhousie Medical Research Foundation, Li Ka Shing Foundation, Mpox Rapid Research, Research Nova Scotia",4.0,"Andorra, Canada",Directory of,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38872612,RNAcmap3,0.662152,,0.662152,rnacmap3,0.662152,1,https://ngdc.cncb.ac.cn/omix/release/OMIX003037,,MARS and RNAcmap3: The Master Database of All Possible RNA Sequences Integrated with RNAcmap for RNA Homology Search.,RNAcmap3,RNAcmap3,200,,,,2024-05-01,"Institute of Systems and Physical Biology, Shenzhen Bay Laboratory, Shenzhen 518055, China.","Chen K, Litfin T, Singh J, Zhan J, Zhou Y",,,12.0,"Andorra, China",RNAcmap3,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"SHORT_NAME_REPLACED,TITLE_CAPITALIZED",38395961,DompeKeys,0.65803605,d,0.65803605,,0.65803605,1,https://dompekeys.exscalate.eu,,"""DompeKeys"": a set of novel substructure-based descriptors for efficient chemical space mapping, development and structural interpretation of machine learning models, and indexing of large databases.",DompeKeys,DompeKeys,200,,,,2024-02-23,"EXSCALATE, Dompé Farmaceutici SpA, Via Tommaso de Amicis 95, 80123, Napoli, Italy.","Beccari AR, Cerchia C, Fava A, Lunghini F, Manelfi C, Pedretti A, Stouten PFW, Tazzari V, Vistoli G",,,2.0,Italy,DompeKeys,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38837557,BIOFACQUIM,0.65470004,biofacquim,0.65470004,,0.65470004,1,http://www.biomx-db.com,,BIOMX-DB: A web application for the BIOFACQUIM natural product database.,BIOMX-DB,BIOFACQUIM,200,,,,2024-06-05,"DIFACQUIM Research Group, Department of Pharmacy, School of Chemistry, Universidad Nacional Autónoma de México, Mexico City, Mexico.","Martínez-Urrutia F, Medina-Franco JL",IG200124,"DGAPA, Programa de Apoyo a Proyectos de Investigación e Innovación Tecnológica (PAPIIT), UNAM",,Mexico,BIOFACQUIM,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,37647638,iseaseGPS,0.65366155,,0.65366155,iseasegps,0.65366155,1,https://diseasegps.sjtu.edu.cn,,diseaseGPS: auxiliary diagnostic system for genetic disorders based on genotype and phenotype.,diseaseGPS,diseaseGPS,200,,,,2023-09-01,"State Key Laboratory of Microbial Metabolism, Joint International Research Laboratory of Metabolic & Developmental Sciences, Department of Bioinformatics and Biostatistics, School of Life Sciences and Biotechnology, Shanghai Jiao Tong University, Shanghai, China.","Feng J, Gu J, Huang D, Jiang J, Li P, Lu H, Lyu Y, Ren Y, Wei M, Wu S, Yu G, Zhao T, Zhu Z","2022YFC2703103, 31728012","National Key R&amp;D Program of China, National Natural Science Foundation of China, Neil Shen’s SJTU Medical Research Fund",3.0,"Andorra, China",iseaseGPS,ok,2022-2025,,,,,False,HIGH,No expansion in title,
